comparison,target_baseline,reference_baseline,count,action,n,delta_batch_ms_mean,delta_batch_ms_p50,delta_batch_ms_p95,delta_batch_ms_max,delta_batch_ms_mean_ci95_low,delta_batch_ms_mean_ci95_high,delta_per_actor_ms_p50,delta_per_actor_ms_p95,components_delta,payload_bytes_delta_mean
unreal_assets_minus_no_render,unreal_assets,no_render,10,create,10,2.030889999878127,2.072000002954155,5.912500011618249,5.912500011618249,0.887409997812938,3.32289000361925,0.20720000029541552,0.5912500011618249,10,0.0
unreal_assets_minus_no_render,unreal_assets,no_render,10,pose_poll,50,0.6505739985732362,0.010899995686486363,1.9785999902524054,2.194199987570755,0.3805699961958453,0.922902000893373,0.0010899995686486363,0.19785999902524054,10,0.0
unreal_assets_minus_no_render,unreal_assets,no_render,10,shape,10,0.7634700028575025,0.34840000444091856,1.7765999946277589,1.7765999946277589,0.2247500029625371,1.3090200009173714,0.034840000444091856,0.17765999946277589,10,0.0
unreal_assets_minus_no_render,unreal_assets,no_render,50,create,10,4.052889997547027,5.32119999115821,13.457599998218939,13.457599998218939,0.12813999928766862,7.565589995647315,0.1064239998231642,0.2691519999643788,50,0.0
unreal_assets_minus_no_render,unreal_assets,no_render,50,pose_poll,50,0.40616200101794675,0.033499993151053786,2.8083000070182607,2.940799997304566,0.028946001548320055,0.7278560008853674,0.0006699998630210757,0.05616600014036521,50,0.0
unreal_assets_minus_no_render,unreal_assets,no_render,50,shape,10,-0.03177000326104462,0.698300005751662,2.6293999835615978,2.6293999835615978,-2.3431700028595515,1.425289997132495,0.013966000115033239,0.052587999671231955,50,0.0
unreal_assets_minus_no_render,unreal_assets,no_render,100,create,10,4.636879997269716,3.3678000036161393,10.6140999996569,10.6140999996569,1.8614499960676767,7.496289997652639,0.03367800003616139,0.10614099999656901,100,0.0
unreal_assets_minus_no_render,unreal_assets,no_render,100,pose_poll,50,0.25121399929048494,0.04119999357499182,2.231399979791604,2.3889000149210915,-0.06785200210288167,0.548555999994278,0.0004119999357499182,0.02231399979791604,100,0.0
unreal_assets_minus_no_render,unreal_assets,no_render,100,shape,10,0.2888199975132011,0.007499998901039362,1.4276000001700595,1.4276000001700595,-0.3408900010981597,0.8881399990059435,7.499998901039362e-05,0.014276000001700595,100,0.0
unreal_assets_minus_no_render,unreal_assets,no_render,250,create,10,18.354419997194782,20.19439998548478,37.374799998360686,37.374799998360686,10.893419997591991,25.811979999707546,0.08077759994193912,0.14949919999344274,250,0.0
unreal_assets_minus_no_render,unreal_assets,no_render,250,pose_poll,50,0.9191459979047067,1.0225000005448237,2.380299993092194,4.873300000326708,0.5474079996929504,1.2860499991802499,0.004090000002179295,0.009521199972368777,250,0.0
unreal_assets_minus_no_render,unreal_assets,no_render,250,shape,10,0.5971800041152164,0.5576999828917906,1.7190000071423128,1.7190000071423128,0.09928000654326752,1.0865800053579733,0.0022307999315671623,0.006876000028569251,250,0.0
unreal_assets_minus_no_render,unreal_assets,no_render,500,create,10,45.798660002765246,51.07780000253115,300.99770000379067,300.99770000379067,-39.643659998546354,131.6655000060564,0.1021556000050623,0.6019954000075813,500,0.0
unreal_assets_minus_no_render,unreal_assets,no_render,500,pose_poll,50,-0.4837899989797734,0.5821999948238954,22.214399999938905,66.54800000251271,-4.261238000181038,4.1519880018313415,0.0011643999896477908,0.04442879999987781,500,0.0
unreal_assets_minus_no_render,unreal_assets,no_render,500,shape,10,-0.8775099966442212,2.3351999989245087,16.77170000039041,16.77170000039041,-8.94027999456739,5.441860003338661,0.004670399997849017,0.03354340000078082,500,0.0
semantic_proxy_minus_no_render,semantic_proxy,no_render,10,create,10,10.25744000216946,10.122199993929826,12.991299998247996,12.991299998247996,9.048600001551677,11.449020003783517,1.0122199993929826,1.2991299998247996,110,0.0
semantic_proxy_minus_no_render,semantic_proxy,no_render,10,pose_poll,50,0.2826579994871281,0.004300018190406263,1.9564000103855506,3.7471999967237934,-0.07114999956684187,0.6159739996655844,0.0004300018190406263,0.19564000103855506,110,0.0
semantic_proxy_minus_no_render,semantic_proxy,no_render,10,shape,10,0.842890000785701,0.4290000069886446,2.663799998117611,2.663799998117611,0.2182300013373606,1.5084500031662174,0.04290000069886446,0.2663799998117611,110,0.0
