baseline,count,repetition,updates_per_actor,create_total_ms,create_per_actor_ms,pose_update_total_ms,pose_update_per_actor_update_ms,shape_update_total_ms,shape_update_per_actor_ms,actors_after_create,actors_after_pose,actors_after_shape,components_after_create,components_after_pose,components_after_shape,component_names_reused_during_pose,component_names_reused_during_shape,create_payload_bytes,pose_payload_bytes_total,shape_payload_bytes,create_ok,pose_ok,shape_ok,mode
unreal_assets,100,2,5,84.31789999303874,0.8431789999303874,16.087800002424046,0.03217560000484809,12.340300003415905,0.12340300003415905,100,100,100,100,100,100,1,1,492607,140077,37305,1,1,1,Component payload replay via ApplyObstacleBatchJson
unreal_assets,100,3,5,94.2357999883825,0.942357999883825,21.839900000486523,0.043679800000973046,4.827299999305978,0.048272999993059784,100,100,100,100,100,100,1,1,492607,140077,37305,1,1,1,Component payload replay via ApplyObstacleBatchJson
unreal_assets,100,4,5,98.82359999755863,0.9882359999755863,23.187500002677552,0.046375000005355105,28.978600006666966,0.28978600006666966,100,100,100,100,100,100,1,1,492607,140077,37305,1,1,1,Component payload replay via ApplyObstacleBatchJson
unreal_assets,100,5,5,86.25130000291392,0.8625130000291392,17.26079999934882,0.03452159999869764,4.1920000076061115,0.041920000076061115,100,100,100,100,100,100,1,1,492607,140077,37305,1,1,1,Component payload replay via ApplyObstacleBatchJson
unreal_assets,100,6,5,111.85860000841785,1.1185860000841785,14.40050000383053,0.02880100000766106,3.815600008238107,0.03815600008238107,100,100,100,100,100,100,1,1,492607,140077,37305,1,1,1,Component payload replay via ApplyObstacleBatchJson
unreal_assets,100,7,5,103.19899999012705,1.0319899999012705,20.168399991234764,0.04033679998246953,5.309200001647696,0.05309200001647696,100,100,100,100,100,100,1,1,492607,140077,37305,1,1,1,Component payload replay via ApplyObstacleBatchJson
unreal_assets,100,8,5,95.70449999591801,0.9570449999591801,22.068199992645532,0.044136399985291064,4.6538000024156645,0.046538000024156645,100,100,100,100,100,100,1,1,492607,140077,37305,1,1,1,Component payload replay via ApplyObstacleBatchJson
unreal_assets,100,9,5,95.95329999865498,0.9595329999865498,13.625499996123835,0.02725099999224767,7.030799999483861,0.07030799999483861,100,100,100,100,100,100,1,1,492607,140077,37305,1,1,1,Component payload replay via ApplyObstacleBatchJson
unreal_assets,250,0,5,207.07439999387134,0.8282975999754854,25.054199999431148,0.02004335999954492,7.313499998417683,0.029253999993670732,250,250,250,250,250,250,1,1,1231671,350834,93386,1,1,1,Component payload replay via ApplyObstacleBatchJson
unreal_assets,250,1,5,107.38190000120085,0.4295276000048034,28.037600000970997,0.022430080000776797,7.494399993447587,0.029977599973790348,250,250,250,250,250,250,1,1,1231671,350834,93386,1,1,1,Component payload replay via ApplyObstacleBatchJson
unreal_assets,250,2,5,109.43419999966864,0.43773679999867454,27.227500002481975,0.02178200000198558,7.689000005484559,0.030756000021938235,250,250,250,250,250,250,1,1,1231671,350834,93386,1,1,1,Component payload replay via ApplyObstacleBatchJson
unreal_assets,250,3,5,130.1584000029834,0.5206336000119336,28.204300004290417,0.022563440003432335,7.870000001275912,0.03148000000510365,250,250,250,250,250,250,1,1,1231671,350834,93386,1,1,1,Component payload replay via ApplyObstacleBatchJson
unreal_assets,250,4,5,122.6916000014171,0.4907664000056684,27.51560001343023,0.022012480010744184,7.667500001844019,0.030670000007376075,250,250,250,250,250,250,1,1,1231671,350834,93386,1,1,1,Component payload replay via ApplyObstacleBatchJson
unreal_assets,250,5,5,128.4672000037972,0.5138688000151888,26.782999993884005,0.021426399995107204,7.637899994733743,0.030551599978934973,250,250,250,250,250,250,1,1,1231671,350834,93386,1,1,1,Component payload replay via ApplyObstacleBatchJson
unreal_assets,250,6,5,126.99249999423046,0.5079699999769218,26.44750000035856,0.021158000000286847,7.466399998520501,0.029865599994082004,250,250,250,250,250,250,1,1,1231671,350834,93386,1,1,1,Component payload replay via ApplyObstacleBatchJson
unreal_assets,250,7,5,105.44970000046305,0.4217988000018522,24.645500001497567,0.019716400001198054,7.895800008554943,0.03158320003421977,250,250,250,250,250,250,1,1,1231671,350834,93386,1,1,1,Component payload replay via ApplyObstacleBatchJson
unreal_assets,250,8,5,129.8621999885654,0.5194487999542616,26.921099997707643,0.021536879998166114,7.603699996252544,0.030414799985010177,250,250,250,250,250,250,1,1,1231671,350834,93386,1,1,1,Component payload replay via ApplyObstacleBatchJson
unreal_assets,250,9,5,127.14330000744667,0.5085732000297867,26.23719999974128,0.020989759999793023,7.42290000198409,0.02969160000793636,250,250,250,250,250,250,1,1,1231671,350834,93386,1,1,1,Component payload replay via ApplyObstacleBatchJson
unreal_assets,500,0,5,256.032299992512,0.512064599985024,62.2503000049619,0.02490012000198476,17.039300000760704,0.03407860000152141,500,500,500,500,500,500,1,1,2463428,702091,186858,1,1,1,Component payload replay via ApplyObstacleBatchJson
unreal_assets,500,1,5,269.5899000100326,0.5391798000200652,58.05829999735579,0.023223319998942317,16.313400003127754,0.03262680000625551,500,500,500,500,500,500,1,1,2463428,702091,186858,1,1,1,Component payload replay via ApplyObstacleBatchJson
unreal_assets,500,2,5,241.04600001010112,0.48209200002020225,56.24309999984689,0.022497239999938756,16.75450000038836,0.03350900000077672,500,500,500,500,500,500,1,1,2463428,702091,186858,1,1,1,Component payload replay via ApplyObstacleBatchJson
unreal_assets,500,3,5,229.86950000631623,0.45973900001263246,44.13660000136588,0.01765464000054635,17.632400005823,0.035264800011646,500,500,500,500,500,500,1,1,2463428,702091,186858,1,1,1,Component payload replay via ApplyObstacleBatchJson
unreal_assets,500,4,5,261.4614000049187,0.5229228000098374,56.21320000500418,0.022485280002001673,16.155300007085316,0.03231060001417063,500,500,500,500,500,500,1,1,2463428,702091,186858,1,1,1,Component payload replay via ApplyObstacleBatchJson
unreal_assets,500,5,5,258.1744000053732,0.5163488000107463,55.60710000281688,0.02224284000112675,15.31230000546202,0.03062460001092404,500,500,500,500,500,500,1,1,2463428,702091,186858,1,1,1,Component payload replay via ApplyObstacleBatchJson
unreal_assets,500,6,5,272.7737000095658,0.5455474000191316,56.38819999876432,0.02255527999950573,15.540200009127147,0.031080400018254295,500,500,500,500,500,500,1,1,2463428,702091,186858,1,1,1,Component payload replay via ApplyObstacleBatchJson
unreal_assets,500,7,5,234.34149999229703,0.46868299998459406,59.404999992693774,0.02376199999707751,16.46009999967646,0.03292019999935292,500,500,500,500,500,500,1,1,2463428,702091,186858,1,1,1,Component payload replay via ApplyObstacleBatchJson
unreal_assets,500,8,5,232.33620000246447,0.46467240000492893,55.89969998982269,0.022359879995929078,16.200199999730103,0.032400399999460205,500,500,500,500,500,500,1,1,2463428,702091,186858,1,1,1,Component payload replay via ApplyObstacleBatchJson
unreal_assets,500,9,5,232.4345000088215,0.464869000017643,55.20220000471454,0.022080880001885815,16.11120000598021,0.03222240001196042,500,500,500,500,500,500,1,1,2463428,702091,186858,1,1,1,Component payload replay via ApplyObstacleBatchJson
semantic_proxy,10,0,5,16.42349999747239,1.642349999747239,2.6537999947322533,0.053075999894645065,0.8397000055992976,0.08397000055992976,10,10,10,110,110,110,1,1,58434,14113,3874,1,1,1,Component payload replay via ApplyObstacleBatchJson
semantic_proxy,10,1,5,14.824900004896335,1.4824900004896335,2.497300010873005,0.049946000217460096,0.795899992226623,0.0795899992226623,10,10,10,110,110,110,1,1,58434,14113,3874,1,1,1,Component payload replay via ApplyObstacleBatchJson
semantic_proxy,10,2,5,13.87000000977423,1.387000000977423,2.5384000036865473,0.050768000073730946,0.7901000062702224,0.07901000062702224,10,10,10,110,110,110,1,1,58434,14113,3874,1,1,1,Component payload replay via ApplyObstacleBatchJson
semantic_proxy,10,3,5,15.77980000001844,1.577980000001844,2.489199992851354,0.049783999857027084,0.793700004578568,0.0793700004578568,10,10,10,110,110,110,1,1,58434,14113,3874,1,1,1,Component payload replay via ApplyObstacleBatchJson
semantic_proxy,10,4,5,16.637799999443814,1.6637799999443814,2.422300007310696,0.04844600014621392,0.7865000079618767,0.07865000079618767,10,10,10,110,110,110,1,1,58434,14113,3874,1,1,1,Component payload replay via ApplyObstacleBatchJson
semantic_proxy,10,5,5,14.00699999067001,1.400699999067001,2.1220000053290278,0.042440000106580555,0.6534999993164092,0.06534999993164092,10,10,10,110,110,110,1,1,58434,14113,3874,1,1,1,Component payload replay via ApplyObstacleBatchJson
semantic_proxy,10,6,5,11.572199990041554,1.1572199990041554,2.370300004258752,0.04740600008517504,0.7748000061837956,0.07748000061837956,10,10,10,110,110,110,1,1,58434,14113,3874,1,1,1,Component payload replay via ApplyObstacleBatchJson
semantic_proxy,10,7,5,14.792200003284961,1.479220000328496,2.6739000022644177,0.053478000045288354,0.8142000006046146,0.08142000006046146,10,10,10,110,110,110,1,1,58434,14113,3874,1,1,1,Component payload replay via ApplyObstacleBatchJson
semantic_proxy,10,8,5,16.465000007883646,1.6465000007883646,2.4450000055367127,0.048900000110734254,0.7869999972172081,0.07869999972172081,10,10,10,110,110,110,1,1,58434,14113,3874,1,1,1,Component payload replay via ApplyObstacleBatchJson
semantic_proxy,10,9,5,15.691900000092573,1.5691900000092573,2.5059000035980716,0.05011800007196143,0.8412000024691224,0.08412000024691224,10,10,10,110,110,110,1,1,58434,14113,3874,1,1,1,Component payload replay via ApplyObstacleBatchJson
semantic_proxy,50,0,5,53.96949998976197,1.0793899997952394,7.947100006276742,0.031788400025106966,3.124099996057339,0.06248199992114678,50,50,50,268,268,268,1,1,246310,70077,18660,1,1,1,Component payload replay via ApplyObstacleBatchJson
semantic_proxy,50,1,5,54.01789999450557,1.0803579998901114,10.582199989585206,0.042328799958340824,3.4410000080242753,0.0688200001604855,50,50,50,268,268,268,1,1,246310,70077,18660,1,1,1,Component payload replay via ApplyObstacleBatchJson
semantic_proxy,50,2,5,56.01080000633374,1.1202160001266748,6.413399998564273,0.025653599994257092,1.9794999971054494,0.03958999994210899,50,50,50,268,268,268,1,1,246310,70077,18660,1,1,1,Component payload replay via ApplyObstacleBatchJson
semantic_proxy,50,3,5,66.35030001052655,1.327006000210531,10.646199996699579,0.042584799986798316,3.3152000105474144,0.06630400021094829,50,50,50,268,268,268,1,1,246310,70077,18660,1,1,1,Component payload replay via ApplyObstacleBatchJson
semantic_proxy,50,4,5,62.78069999825675,1.255613999965135,10.07720000052359,0.04030880000209436,3.346800003782846,0.06693600007565692,50,50,50,268,268,268,1,1,246310,70077,18660,1,1,1,Component payload replay via ApplyObstacleBatchJson
semantic_proxy,50,5,5,64.21110000519548,1.2842220001039095,10.069900003145449,0.040279600012581795,3.3416999940527603,0.0668339998810552,50,50,50,268,268,268,1,1,246310,70077,18660,1,1,1,Component payload replay via ApplyObstacleBatchJson
semantic_proxy,50,6,5,63.512799999443814,1.2702559999888763,9.974799992050976,0.0398991999682039,3.4826999908545986,0.06965399981709197,50,50,50,268,268,268,1,1,246310,70077,18660,1,1,1,Component payload replay via ApplyObstacleBatchJson
semantic_proxy,50,7,5,57.87839999538846,1.1575679999077693,10.461400001076981,0.041845600004307926,3.442400004132651,0.06884800008265302,50,50,50,268,268,268,1,1,246310,70077,18660,1,1,1,Component payload replay via ApplyObstacleBatchJson
semantic_proxy,50,8,5,64.60209999931976,1.2920419999863952,10.323499998776242,0.04129399999510497,3.373600004124455,0.0674720000824891,50,50,50,268,268,268,1,1,246310,70077,18660,1,1,1,Component payload replay via ApplyObstacleBatchJson
semantic_proxy,50,9,5,62.8114999999525,1.25622999999905,10.83210000069812,0.04332840000279248,3.285999991931021,0.06571999983862042,50,50,50,268,268,268,1,1,246310,70077,18660,1,1,1,Component payload replay via ApplyObstacleBatchJson
semantic_proxy,100,0,5,130.52390000666492,1.3052390000666492,21.043000000645407,0.04208600000129081,6.817500005126931,0.06817500005126931,100,100,100,536,536,536,1,1,492607,140077,37305,1,1,1,Component payload replay via ApplyObstacleBatchJson
semantic_proxy,100,1,5,130.99829999555368,1.3099829999555368,21.108900007675402,0.042217800015350804,6.821300004958175,0.06821300004958175,100,100,100,536,536,536,1,1,492607,140077,37305,1,1,1,Component payload replay via ApplyObstacleBatchJson
semantic_proxy,100,2,5,122.54249998659361,1.2254249998659361,20.360700000310317,0.04072140000062063,6.528600002638996,0.06528600002638996,100,100,100,536,536,536,1,1,492607,140077,37305,1,1,1,Component payload replay via ApplyObstacleBatchJson
semantic_proxy,100,3,5,130.0864999939222,1.3008649999392219,20.991099998354912,0.041982199996709824,6.777400005375966,0.06777400005375966,100,100,100,536,536,536,1,1,492607,140077,37305,1,1,1,Component payload replay via ApplyObstacleBatchJson
semantic_proxy,100,4,5,128.71160000213422,1.2871160000213422,20.19080000172835,0.0403816000034567,6.7629999975906685,0.06762999997590668,100,100,100,536,536,536,1,1,492607,140077,37305,1,1,1,Component payload replay via ApplyObstacleBatchJson
semantic_proxy,100,5,5,124.61820000316948,1.2461820000316948,20.25570000114385,0.0405114000022877,6.601500004762784,0.06601500004762784,100,100,100,536,536,536,1,1,492607,140077,37305,1,1,1,Component payload replay via ApplyObstacleBatchJson
semantic_proxy,100,6,5,125.90949999867007,1.2590949999867007,20.504100000835024,0.04100820000167005,6.565999996382743,0.06565999996382743,100,100,100,536,536,536,1,1,492607,140077,37305,1,1,1,Component payload replay via ApplyObstacleBatchJson
semantic_proxy,100,7,5,122.49329999031033,1.2249329999031033,20.511799986707047,0.04102359997341409,6.781599993701093,0.06781599993701093,100,100,100,536,536,536,1,1,492607,140077,37305,1,1,1,Component payload replay via ApplyObstacleBatchJson
semantic_proxy,100,8,5,102.24429999652784,1.0224429999652784,20.368299999972805,0.04073659999994561,5.738699997891672,0.05738699997891672,100,100,100,536,536,536,1,1,492607,140077,37305,1,1,1,Component payload replay via ApplyObstacleBatchJson
semantic_proxy,100,9,5,128.92160000046715,1.2892160000046715,18.94249999895692,0.03788499999791384,5.606999999145046,0.05606999999145046,100,100,100,536,536,536,1,1,492607,140077,37305,1,1,1,Component payload replay via ApplyObstacleBatchJson
semantic_proxy,250,0,5,303.4557000064524,1.2138228000258096,54.12270000670105,0.04329816000536084,17.026200002874248,0.06810480001149699,250,250,250,1340,1340,1340,1,1,1231671,350834,93386,1,1,1,Component payload replay via ApplyObstacleBatchJson
semantic_proxy,250,1,5,330.3499999892665,1.321399999957066,52.66719999781344,0.04213375999825075,16.68960000097286,0.06675840000389144,250,250,250,1340,1340,1340,1,1,1231671,350834,93386,1,1,1,Component payload replay via ApplyObstacleBatchJson
semantic_proxy,250,2,5,331.9327999925008,1.3277311999700032,70.6452000013087,0.05651616000104696,16.88520000607241,0.06754080002428964,250,250,250,1340,1340,1340,1,1,1231671,350834,93386,1,1,1,Component payload replay via ApplyObstacleBatchJson
semantic_proxy,250,3,5,329.642699987744,1.318570799950976,51.284799992572516,0.04102783999405801,16.41599999857135,0.0656639999942854,250,250,250,1340,1340,1340,1,1,1231671,350834,93386,1,1,1,Component payload replay via ApplyObstacleBatchJson
semantic_proxy,250,4,5,312.8102999908151,1.2512411999632604,53.481599999940954,0.04278527999995276,17.01919999322854,0.06807679997291416,250,250,250,1340,1340,1340,1,1,1231671,350834,93386,1,1,1,Component payload replay via ApplyObstacleBatchJson
semantic_proxy,250,5,5,268.8618999964092,1.0754475999856368,61.10170000465587,0.04888136000372469,19.29070000187494,0.07716280000749975,250,250,250,1340,1340,1340,1,1,1231671,350834,93386,1,1,1,Component payload replay via ApplyObstacleBatchJson
semantic_proxy,250,6,5,315.6732000061311,1.2626928000245243,53.24469998595305,0.04259575998876244,15.679999996791594,0.06271999998716637,250,250,250,1340,1340,1340,1,1,1231671,350834,93386,1,1,1,Component payload replay via ApplyObstacleBatchJson
semantic_proxy,250,7,5,325.4624000110198,1.3018496000440791,57.570899996790104,0.046056719997432084,17.734399996697903,0.07093759998679161,250,250,250,1340,1340,1340,1,1,1231671,350834,93386,1,1,1,Component payload replay via ApplyObstacleBatchJson
semantic_proxy,250,8,5,338.0325000034645,1.352130000013858,53.28120000194758,0.04262496000155806,17.08119999966584,0.06832479999866337,250,250,250,1340,1340,1340,1,1,1231671,350834,93386,1,1,1,Component payload replay via ApplyObstacleBatchJson
semantic_proxy,250,9,5,311.0224999982165,1.244089999992866,54.53520000446588,0.043628160003572704,17.671600013272837,0.07068640005309135,250,250,250,1340,1340,1340,1,1,1231671,350834,93386,1,1,1,Component payload replay via ApplyObstacleBatchJson
semantic_proxy,500,0,5,645.4524000000674,1.2909048000001349,126.78919998870697,0.050715679995482786,39.395999992848374,0.07879199998569675,500,500,500,2680,2680,2680,1,1,2463428,702091,186858,1,1,1,Component payload replay via ApplyObstacleBatchJson
semantic_proxy,500,1,5,645.4873999900883,1.2909747999801766,108.90690000087488,0.043562760000349955,34.38070000265725,0.0687614000053145,500,500,500,2680,2680,2680,1,1,2463428,702091,186858,1,1,1,Component payload replay via ApplyObstacleBatchJson
semantic_proxy,500,2,5,627.8048000094714,1.2556096000189427,107.5806000008015,0.0430322400003206,41.43040000053588,0.08286080000107177,500,500,500,2680,2680,2680,1,1,2463428,702091,186858,1,1,1,Component payload replay via ApplyObstacleBatchJson
semantic_proxy,500,3,5,680.6681000016397,1.3613362000032794,109.93819999566767,0.04397527999826707,35.269500003778376,0.07053900000755675,500,500,500,2680,2680,2680,1,1,2463428,702091,186858,1,1,1,Component payload replay via ApplyObstacleBatchJson
semantic_proxy,500,4,5,633.606499992311,1.267212999984622,111.87069999868982,0.04474827999947593,36.097799995332025,0.07219559999066405,500,500,500,2680,2680,2680,1,1,2463428,702091,186858,1,1,1,Component payload replay via ApplyObstacleBatchJson
semantic_proxy,500,5,5,555.7159000018146,1.1114318000036292,109.56179999629967,0.04382471999851987,37.41699999955017,0.07483399999910034,500,500,500,2680,2680,2680,1,1,2463428,702091,186858,1,1,1,Component payload replay via ApplyObstacleBatchJson
semantic_proxy,500,6,5,596.0688999912236,1.1921377999824472,122.74599999364,0.049098399997456,40.5565000110073,0.0811130000220146,500,500,500,2680,2680,2680,1,1,2463428,702091,186858,1,1,1,Component payload replay via ApplyObstacleBatchJson
semantic_proxy,500,7,5,681.7099999898346,1.3634199999796692,129.60089999251068,0.05184035999700427,41.04450000158977,0.08208900000317954,500,500,500,2680,2680,2680,1,1,2463428,702091,186858,1,1,1,Component payload replay via ApplyObstacleBatchJson
semantic_proxy,500,8,5,659.0484000043944,1.3180968000087887,105.65929999575019,0.04226371999830007,34.8770999989938,0.0697541999979876,500,500,500,2680,2680,2680,1,1,2463428,702091,186858,1,1,1,Component payload replay via ApplyObstacleBatchJson
semantic_proxy,500,9,5,653.2154000014998,1.3064308000029996,125.42720000783447,0.050170880003133786,39.27930000645574,0.07855860001291148,500,500,500,2680,2680,2680,1,1,2463428,702091,186858,1,1,1,Component payload replay via ApplyObstacleBatchJson
