backend,count,repetition,action,sequence,payload_bytes,elapsed_ms,ok,managed_actors,static_mesh_components,estimated_triangles,estimated_draw_calls
semantic_proxy_instanced,100,0,create,0,378463,18.068400,1,1,11,208864,11
semantic_proxy_instanced,100,0,pose_update,1,130768,6.909100,1,1,11,208864,11
semantic_proxy_instanced,100,0,pose_update,2,129200,7.000200,1,1,11,208864,11
semantic_proxy_instanced,100,0,pose_update,3,130454,7.538900,1,1,11,208864,11
semantic_proxy_instanced,100,0,pose_update,4,126805,7.312400,1,1,11,208864,11
semantic_proxy_instanced,100,0,pose_update,5,129429,6.427600,1,1,11,208864,11
semantic_proxy_instanced,100,0,pose_update,6,128935,6.619500,1,1,11,208864,11
semantic_proxy_instanced,100,0,pose_update,7,130593,7.696400,1,1,11,208864,11
semantic_proxy_instanced,100,0,pose_update,8,130033,7.552300,1,1,11,208864,11
semantic_proxy_instanced,100,0,pose_update,9,128946,6.261700,1,1,11,208864,11
semantic_proxy_instanced,100,0,pose_update,10,129892,6.897600,1,1,11,208864,11
semantic_proxy_instanced,100,0,shape_param_update,1,350870,15.469400,1,1,11,208864,11
semantic_proxy_instanced,100,0,shape_param_update,2,349640,16.623300,1,1,11,208864,11
semantic_proxy_instanced,100,0,shape_param_update,3,350784,15.069200,1,1,11,208864,11
semantic_proxy_instanced,100,0,shape_param_update,4,347241,11.121800,1,1,11,208864,11
semantic_proxy_instanced,100,0,shape_param_update,5,349599,15.212000,1,1,11,208864,11
semantic_proxy_instanced,100,0,shape_param_update,6,349600,14.746300,1,1,11,208864,11
semantic_proxy_instanced,100,0,shape_param_update,7,350745,12.122800,1,1,11,208864,11
semantic_proxy_instanced,100,0,shape_param_update,8,349823,15.418200,1,1,11,208864,11
semantic_proxy_instanced,100,0,shape_param_update,9,348894,15.494200,1,1,11,208864,11
semantic_proxy_instanced,100,0,shape_param_update,10,349783,11.507800,1,1,11,208864,11
semantic_proxy_instanced,100,1,create,0,378463,13.177500,1,1,11,208864,11
semantic_proxy_instanced,100,1,pose_update,1,130768,8.758400,1,1,11,208864,11
semantic_proxy_instanced,100,1,pose_update,2,129200,7.806900,1,1,11,208864,11
semantic_proxy_instanced,100,1,pose_update,3,130454,8.465400,1,1,11,208864,11
semantic_proxy_instanced,100,1,pose_update,4,126805,7.094800,1,1,11,208864,11
semantic_proxy_instanced,100,1,pose_update,5,129429,6.901300,1,1,11,208864,11
semantic_proxy_instanced,100,1,pose_update,6,128935,6.819700,1,1,11,208864,11
semantic_proxy_instanced,100,1,pose_update,7,130593,6.752300,1,1,11,208864,11
semantic_proxy_instanced,100,1,pose_update,8,130033,7.467500,1,1,11,208864,11
semantic_proxy_instanced,100,1,pose_update,9,128946,5.741800,1,1,11,208864,11
semantic_proxy_instanced,100,1,pose_update,10,129892,6.902400,1,1,11,208864,11
semantic_proxy_instanced,100,1,shape_param_update,1,350870,10.801800,1,1,11,208864,11
semantic_proxy_instanced,100,1,shape_param_update,2,349640,13.657200,1,1,11,208864,11
semantic_proxy_instanced,100,1,shape_param_update,3,350784,12.475700,1,1,11,208864,11
semantic_proxy_instanced,100,1,shape_param_update,4,347241,15.619600,1,1,11,208864,11
semantic_proxy_instanced,100,1,shape_param_update,5,349599,20.522300,1,1,11,208864,11
semantic_proxy_instanced,100,1,shape_param_update,6,349600,17.137600,1,1,11,208864,11
semantic_proxy_instanced,100,1,shape_param_update,7,350745,16.276700,1,1,11,208864,11
semantic_proxy_instanced,100,1,shape_param_update,8,349823,15.400700,1,1,11,208864,11
semantic_proxy_instanced,100,1,shape_param_update,9,348894,15.099300,1,1,11,208864,11
semantic_proxy_instanced,100,1,shape_param_update,10,349783,14.726200,1,1,11,208864,11
semantic_proxy_instanced,100,2,create,0,378463,13.481200,1,1,11,208864,11
semantic_proxy_instanced,100,2,pose_update,1,130768,5.478300,1,1,11,208864,11
semantic_proxy_instanced,100,2,pose_update,2,129200,6.440100,1,1,11,208864,11
semantic_proxy_instanced,100,2,pose_update,3,130454,6.995000,1,1,11,208864,11
semantic_proxy_instanced,100,2,pose_update,4,126805,6.285500,1,1,11,208864,11
semantic_proxy_instanced,100,2,pose_update,5,129429,5.898400,1,1,11,208864,11
semantic_proxy_instanced,100,2,pose_update,6,128935,8.167600,1,1,11,208864,11
semantic_proxy_instanced,100,2,pose_update,7,130593,7.125700,1,1,11,208864,11
semantic_proxy_instanced,100,2,pose_update,8,130033,6.245500,1,1,11,208864,11
semantic_proxy_instanced,100,2,pose_update,9,128946,8.398200,1,1,11,208864,11
semantic_proxy_instanced,100,2,pose_update,10,129892,6.100700,1,1,11,208864,11
semantic_proxy_instanced,100,2,shape_param_update,1,350870,13.590300,1,1,11,208864,11
semantic_proxy_instanced,100,2,shape_param_update,2,349640,14.094500,1,1,11,208864,11
semantic_proxy_instanced,100,2,shape_param_update,3,350784,14.910600,1,1,11,208864,11
semantic_proxy_instanced,100,2,shape_param_update,4,347241,11.810800,1,1,11,208864,11
semantic_proxy_instanced,100,2,shape_param_update,5,349599,13.722400,1,1,11,208864,11
semantic_proxy_instanced,100,2,shape_param_update,6,349600,15.991600,1,1,11,208864,11
semantic_proxy_instanced,100,2,shape_param_update,7,350745,14.595000,1,1,11,208864,11
semantic_proxy_instanced,100,2,shape_param_update,8,349823,11.491600,1,1,11,208864,11
semantic_proxy_instanced,100,2,shape_param_update,9,348894,13.015500,1,1,11,208864,11
semantic_proxy_instanced,100,2,shape_param_update,10,349783,13.441500,1,1,11,208864,11
