comparison,target_baseline,reference_baseline,count,action,n,delta_batch_ms_mean,delta_batch_ms_p50,delta_batch_ms_p95,delta_batch_ms_max,delta_batch_ms_mean_ci95_low,delta_batch_ms_mean_ci95_high,delta_per_actor_ms_p50,delta_per_actor_ms_p95,components_delta,payload_bytes_delta_mean
unreal_assets_minus_no_render,unreal_assets,no_render,10,create,10,0.6854500068584457,0.9219000057782978,2.2449000098276883,2.2449000098276883,-0.0636699958704412,1.392580009996891,0.09219000057782978,0.22449000098276883,10,0.0
unreal_assets_minus_no_render,unreal_assets,no_render,10,pose_poll,50,0.2619539978331886,0.27709999994840473,1.7595999961486086,1.9532999867806211,0.020393997838255018,0.5056899980991147,0.027709999994840473,0.17595999961486086,10,0.0
unreal_assets_minus_no_render,unreal_assets,no_render,10,shape,10,0.09030000073835254,-0.012599994079209864,2.4150999961420894,2.4150999961420894,-0.44047999545000494,0.77871999819763,-0.0012599994079209864,0.24150999961420894,10,0.0
unreal_assets_minus_no_render,unreal_assets,no_render,50,create,10,2.19224000320537,1.3040000048931688,10.615299994242378,10.615299994242378,-0.22796999692218378,4.542359996412415,0.026080000097863376,0.21230599988484755,50,0.0
unreal_assets_minus_no_render,unreal_assets,no_render,50,pose_poll,50,-0.11858200043207034,-0.11130000348202884,2.6212000084342435,3.532599992468022,-0.6011780013795942,0.33315599779598415,-0.002226000069640577,0.05242400016868487,50,0.0
unreal_assets_minus_no_render,unreal_assets,no_render,50,shape,10,0.970659997256007,1.0449999826960266,3.0614999996032566,3.0614999996032566,0.2920499973697588,1.6101699948194437,0.02089999965392053,0.06122999999206513,50,0.0
unreal_assets_minus_no_render,unreal_assets,no_render,100,create,10,6.760920000670012,4.647499998100102,18.130600001313724,18.130600001313724,4.1389400023035705,10.122739999496844,0.04647499998100102,0.18130600001313724,100,0.0
unreal_assets_minus_no_render,unreal_assets,no_render,100,pose_poll,50,1.5257200002088211,1.3313000090420246,5.941800001892261,8.85990000097081,0.7571600013761781,2.365856002434157,0.013313000090420246,0.05941800001892261,100,0.0
unreal_assets_minus_no_render,unreal_assets,no_render,100,shape,10,0.7345699952566065,0.7048999977996573,3.3073000086005777,3.3073000086005777,-0.06063000619178638,1.5885199958574958,0.007048999977996573,0.03307300008600578,100,0.0
unreal_assets_minus_no_render,unreal_assets,no_render,250,create,10,14.589250000426546,14.204599996446632,27.04950000043027,27.04950000043027,8.02471000206424,20.706929999869317,0.05681839998578653,0.10819800000172108,250,0.0
unreal_assets_minus_no_render,unreal_assets,no_render,250,pose_poll,50,1.726144001004286,1.2578000023495406,7.695899999816902,12.71959999576211,0.734672000980936,2.6635060011176392,0.005031200009398162,0.030783599999267608,250,0.0
unreal_assets_minus_no_render,unreal_assets,no_render,250,shape,10,1.7030000017257407,1.4482999977190048,5.158100015250966,5.158100015250966,0.2779999951599166,3.106580003804993,0.005793199990876019,0.020632400061003864,250,0.0
unreal_assets_minus_no_render,unreal_assets,no_render,500,create,10,28.694970003562048,24.48059999733232,77.47360000212211,77.47360000212211,9.30170000065118,45.49920000572456,0.04896119999466464,0.15494720000424422,500,0.0
unreal_assets_minus_no_render,unreal_assets,no_render,500,pose_poll,50,2.134340000920929,1.0623999842209741,16.98279999254737,25.98310000030324,-0.9904459986137226,4.7308560003875755,0.0021247999684419483,0.03396559998509474,500,0.0
unreal_assets_minus_no_render,unreal_assets,no_render,500,shape,10,2.9212399997049943,0.9314000053564087,10.09719999274239,10.09719999274239,0.39150000229710713,5.776889999106061,0.0018628000107128173,0.02019439998548478,500,0.0
semantic_proxy_minus_no_render,semantic_proxy,no_render,10,create,10,10.02513000566978,10.505700018256903,12.563600015710108,12.563600015710108,8.86794000689406,10.965740004030522,1.0505700018256903,1.2563600015710108,110,0.0
semantic_proxy_minus_no_render,semantic_proxy,no_render,10,pose_poll,50,0.9105219988850877,0.9989999962272123,1.761500010616146,2.7646000089589506,0.720201997901313,1.1095119989477098,0.09989999962272123,0.1761500010616146,110,0.0
semantic_proxy_minus_no_render,semantic_proxy,no_render,10,shape,10,1.2869300015154295,1.1457000073278323,3.078900001128204,3.078900001128204,0.726359999680426,1.8957400010549463,0.11457000073278323,0.3078900001128204,110,0.0
semantic_proxy_minus_no_render,semantic_proxy,no_render,50,create,10,39.03757000225596,42.13339999841992,51.05939999339171,51.05939999339171,33.96947000583168,43.52026999840746,0.8426679999683984,1.0211879998678342,268,0.0
semantic_proxy_minus_no_render,semantic_proxy,no_render,50,pose_poll,50,4.763022000261117,4.67520001984667,8.212400003685616,9.35469998512417,4.188709997979458,5.331258000514936,0.0935040003969334,0.16424800007371232,268,0.0
semantic_proxy_minus_no_render,semantic_proxy,no_render,50,shape,10,4.0035099955275655,3.878699993947521,6.212800013599917,6.212800013599917,3.256109994254075,4.831009995541535,0.07757399987895042,0.12425600027199835,268,0.0
semantic_proxy_minus_no_render,semantic_proxy,no_render,100,create,10,82.75318000523839,83.10770000389311,89.07719999842811,89.07719999842811,79.8134500044398,85.6699300071341,0.8310770000389311,0.8907719999842811,536,0.0
