comparison,target_baseline,reference_baseline,count,action,n,delta_batch_ms_mean,delta_batch_ms_p50,delta_batch_ms_p95,delta_batch_ms_max,delta_batch_ms_mean_ci95_low,delta_batch_ms_mean_ci95_high,delta_per_actor_ms_p50,delta_per_actor_ms_p95,components_delta,payload_bytes_delta_mean
semantic_proxy_minus_no_render,semantic_proxy,no_render,100,pose_poll,50,8.180951999966055,8.739699987927452,14.696900005219504,15.3102000040235,7.032654001086485,9.28712200053269,0.08739699987927452,0.14696900005219504,536,0.0
semantic_proxy_minus_no_render,semantic_proxy,no_render,100,shape,10,9.16147999378154,8.527199999662116,17.702500001178123,17.702500001178123,7.493819996307138,11.354019994905684,0.08527199999662116,0.17702500001178123,536,0.0
semantic_proxy_minus_no_render,semantic_proxy,no_render,250,create,10,207.7148699972895,212.28990000963677,231.57019999052864,231.57019999052864,190.71671999408863,219.57033999933628,0.8491596000385471,0.9262807999621145,1340,0.0
semantic_proxy_minus_no_render,semantic_proxy,no_render,250,pose_poll,50,22.207622000714764,23.11080000072252,28.093000000808388,30.731299993931316,20.82482200115919,23.433524000574835,0.09244320000289008,0.11237200000323355,1340,0.0
semantic_proxy_minus_no_render,semantic_proxy,no_render,250,shape,10,20.123699998657685,19.983599995612167,23.79099999961909,23.79099999961909,19.105469998612534,21.21066999679897,0.07993439998244867,0.09516399999847636,1340,0.0
semantic_proxy_minus_no_render,semantic_proxy,no_render,500,create,10,424.82369000354083,413.90680000768043,509.5123999926727,509.5123999926727,401.0593700048048,452.17732999881264,0.8278136000153609,1.0190247999853455,2680,0.0
semantic_proxy_minus_no_render,semantic_proxy,no_render,500,pose_poll,50,44.81011399970157,45.486900009564124,59.495500012417324,65.20860000455286,42.23039799981052,47.65400000032969,0.09097380001912825,0.11899100002483465,2680,0.0
semantic_proxy_minus_no_render,semantic_proxy,no_render,500,shape,10,40.76853999722516,40.1407999888761,51.11909999686759,51.11909999686759,37.01850999350427,44.49730000051204,0.0802815999777522,0.10223819999373518,2680,0.0
semantic_proxy_minus_unreal_assets,semantic_proxy,unreal_assets,10,create,10,9.339679998811334,9.610500012058765,11.798200008342974,11.798200008342974,7.7130199977546,10.699169998406433,0.9610500012058765,1.1798200008342974,100,0.0
semantic_proxy_minus_unreal_assets,semantic_proxy,unreal_assets,10,pose_poll,50,0.648568001051899,0.6150999979581684,2.362400002311915,3.0427999881794676,0.3786980005679652,0.9179099998436868,0.06150999979581684,0.23624000023119152,100,0.0
semantic_proxy_minus_unreal_assets,semantic_proxy,unreal_assets,10,shape,10,1.196630000777077,1.0421999904792756,2.309400006197393,2.309400006197393,0.8419099991442636,1.5943900012644008,0.10421999904792756,0.2309400006197393,100,0.0
semantic_proxy_minus_unreal_assets,semantic_proxy,unreal_assets,50,create,10,36.84532999905059,38.1887999974424,46.94829999061767,46.94829999061767,32.932229997823015,40.62365999852773,0.763775999948848,0.9389659998123534,218,0.0
semantic_proxy_minus_unreal_assets,semantic_proxy,unreal_assets,50,pose_poll,50,4.881604000693187,4.813000006834045,7.724700000835583,8.098200007225387,4.4310360014787875,5.381379999453202,0.0962600001366809,0.15449400001671165,218,0.0
semantic_proxy_minus_unreal_assets,semantic_proxy,unreal_assets,50,shape,10,3.0328499982715584,3.356600005645305,4.566000003251247,4.566000003251247,2.143649997015018,3.7462799955392256,0.0671320001129061,0.09132000006502494,218,0.0
semantic_proxy_minus_unreal_assets,semantic_proxy,unreal_assets,100,create,10,75.99226000456838,74.70080000348389,83.57329999853391,83.57329999853391,73.15683000633726,79.04766999854473,0.7470080000348389,0.8357329999853391,436,0.0
semantic_proxy_minus_unreal_assets,semantic_proxy,unreal_assets,100,pose_poll,50,6.655231999757234,7.4924999789800495,11.156000007758848,11.671899992506951,5.613503998902161,7.519268001196906,0.0749249997898005,0.11156000007758848,436,0.0
semantic_proxy_minus_unreal_assets,semantic_proxy,unreal_assets,100,shape,10,8.426909998524934,8.426699991105124,14.395199992577545,14.395199992577545,6.848720005655196,10.083949993713759,0.08426699991105124,0.14395199992577545,436,0.0
semantic_proxy_minus_unreal_assets,semantic_proxy,unreal_assets,250,create,10,193.12561999686295,198.4946000011405,215.1711000042269,215.1711000042269,178.6456499932683,203.24690000124974,0.793978400004562,0.8606844000169076,1090,0.0
semantic_proxy_minus_unreal_assets,semantic_proxy,unreal_assets,250,pose_poll,50,20.481477999710478,21.353399992221966,25.79469999182038,32.925000006798655,19.16786999849137,21.7427760004648,0.08541359996888787,0.10317879996728152,1090,0.0
semantic_proxy_minus_unreal_assets,semantic_proxy,unreal_assets,250,shape,10,18.420699996931944,17.979800002649426,19.983599995612167,19.983599995612167,17.697609998867847,19.17089000053238,0.0719192000105977,0.07993439998244867,1090,0.0
semantic_proxy_minus_unreal_assets,semantic_proxy,unreal_assets,500,create,10,396.1287199999788,387.8221999912057,467.6902999926824,467.6902999926824,371.6922500025248,419.77613999624737,0.7756443999824114,0.9353805999853648,2180,0.0
semantic_proxy_minus_unreal_assets,semantic_proxy,unreal_assets,500,pose_poll,50,42.67577399878064,40.79009999986738,62.322199999471195,70.73839999793563,40.33074799895985,44.97321999806445,0.08158019999973476,0.12464439999894239,2180,0.0
semantic_proxy_minus_unreal_assets,semantic_proxy,unreal_assets,500,shape,10,37.84729999752017,37.912799991318025,46.07939999550581,46.07939999550581,35.182139997777995,40.53939999721479,0.07582559998263605,0.09215879999101162,2180,0.0
