backend,count,repetition,action,sequence,payload_bytes,elapsed_ms,ok,managed_actors,static_mesh_components,estimated_triangles,estimated_draw_calls
semantic_proxy_instanced,100,0,create,0,378463,17.252100,1,1,11,208864,11
semantic_proxy_instanced,100,0,pose_update,1,130768,6.544900,1,1,11,208864,11
semantic_proxy_instanced,100,0,pose_update,2,129200,7.694200,1,1,11,208864,11
semantic_proxy_instanced,100,0,pose_update,3,130454,8.197200,1,1,11,208864,11
semantic_proxy_instanced,100,0,pose_update,4,126805,6.647600,1,1,11,208864,11
semantic_proxy_instanced,100,0,pose_update,5,129429,7.370800,1,1,11,208864,11
semantic_proxy_instanced,100,0,pose_update,6,128935,6.800200,1,1,11,208864,11
semantic_proxy_instanced,100,0,pose_update,7,130593,8.311800,1,1,11,208864,11
semantic_proxy_instanced,100,0,pose_update,8,130033,8.490300,1,1,11,208864,11
semantic_proxy_instanced,100,0,pose_update,9,128946,7.000900,1,1,11,208864,11
semantic_proxy_instanced,100,0,pose_update,10,129892,8.902400,1,1,11,208864,11
semantic_proxy_instanced,100,0,shape_param_update,1,350870,16.485400,1,1,11,208864,11
semantic_proxy_instanced,100,0,shape_param_update,2,349640,14.941400,1,1,11,208864,11
semantic_proxy_instanced,100,0,shape_param_update,3,350784,10.911000,1,1,11,208864,11
semantic_proxy_instanced,100,0,shape_param_update,4,347241,16.058300,1,1,11,208864,11
semantic_proxy_instanced,100,0,shape_param_update,5,349599,15.472500,1,1,11,208864,11
semantic_proxy_instanced,100,0,shape_param_update,6,349600,14.651800,1,1,11,208864,11
semantic_proxy_instanced,100,0,shape_param_update,7,350745,15.565200,1,1,11,208864,11
semantic_proxy_instanced,100,0,shape_param_update,8,349823,19.378500,1,1,11,208864,11
semantic_proxy_instanced,100,0,shape_param_update,9,348894,17.189300,1,1,11,208864,11
semantic_proxy_instanced,100,0,shape_param_update,10,349783,13.972000,1,1,11,208864,11
semantic_proxy_instanced,100,1,create,0,378463,18.063600,1,1,11,208864,11
semantic_proxy_instanced,100,1,pose_update,1,130768,7.944000,1,1,11,208864,11
semantic_proxy_instanced,100,1,pose_update,2,129200,7.269400,1,1,11,208864,11
semantic_proxy_instanced,100,1,pose_update,3,130454,7.864900,1,1,11,208864,11
semantic_proxy_instanced,100,1,pose_update,4,126805,7.807500,1,1,11,208864,11
semantic_proxy_instanced,100,1,pose_update,5,129429,7.940900,1,1,11,208864,11
semantic_proxy_instanced,100,1,pose_update,6,128935,8.666300,1,1,11,208864,11
semantic_proxy_instanced,100,1,pose_update,7,130593,7.150200,1,1,11,208864,11
semantic_proxy_instanced,100,1,pose_update,8,130033,10.019400,1,1,11,208864,11
semantic_proxy_instanced,100,1,pose_update,9,128946,8.221600,1,1,11,208864,11
semantic_proxy_instanced,100,1,pose_update,10,129892,7.465600,1,1,11,208864,11
semantic_proxy_instanced,100,1,shape_param_update,1,350870,12.998900,1,1,11,208864,11
semantic_proxy_instanced,100,1,shape_param_update,2,349640,12.196200,1,1,11,208864,11
semantic_proxy_instanced,100,1,shape_param_update,3,350784,16.678900,1,1,11,208864,11
