baseline,count,repetition,updates_per_actor,create_total_ms,create_per_object_ms,pose_update_total_ms,pose_update_per_object_ms,shape_update_total_ms,shape_update_per_object_ms,no_op_total_ms,no_op_per_object_ms,destroy_total_ms,destroy_per_object_ms,actor_count,components_after_create,components_after_pose,components_after_shape,components_created_approx,components_destroyed_approx,components_reused_during_pose,components_reused_during_shape,descriptor_bytes,triangles_estimated,create_failures,pose_failures,shape_failures,no_op_failures,mode
no_render,5,0,2,0.04749999789055437,0.009499999578110874,0.013199998647905886,0.0013199998647905886,0.000300002284348011,6.00004568696022e-05,0.000200001522898674,4.00003045797348e-05,0.000100000761449337,2.00001522898674e-05,5,0,0,0,0,0,1,1,0,,0,0,0,0,Editor-Cmd actor microbenchmark
no_render,10,0,2,0.037999998312443495,0.0037999998312443495,0.0029999937396496534,0.00014999968698248267,0.000200001522898674,2.00001522898674e-05,0.000100000761449337,1.00000761449337e-05,0.000200001522898674,2.00001522898674e-05,10,0,0,0,0,0,1,1,0,,0,0,0,0,Editor-Cmd actor microbenchmark
billboard_label,5,0,2,4.045299996505491,0.8090599993010983,0.10930000280495733,0.010930000280495733,0.0020000006770715117,0.00040000013541430235,0.000100000761449337,2.00001522898674e-05,0.13910001143813133,0.027820002287626266,5,0,0,0,0,0,1,1,0,,0,0,0,0,Editor-Cmd actor microbenchmark
billboard_label,10,0,2,1.6667000018060207,0.16667000018060207,0.17660000594332814,0.008830000297166407,0.001600012183189392,0.0001600012183189392,0.000200001522898674,2.00001522898674e-05,0.1277999981539324,0.01277999981539324,10,0,0,0,0,0,1,1,0,,0,0,0,0,Editor-Cmd actor microbenchmark
box_proxy,5,0,2,2.313400007551536,0.4626800015103072,0.14940000255592167,0.014940000255592167,0.05990000499878079,0.011980000999756157,0.000200001522898674,4.00003045797348e-05,0.21569999807979912,0.04313999961595982,5,5,5,5,5,5,1,1,0,,0,0,0,0,Editor-Cmd actor microbenchmark
box_proxy,10,0,2,2.4007000029087067,0.24007000029087067,0.23269999655894935,0.011634999827947468,0.09410000347997993,0.009410000347997993,0.000200001522898674,2.00001522898674e-05,0.17749999824445695,0.017749999824445695,10,10,10,10,10,10,1,1,0,,0,0,0,0,Editor-Cmd actor microbenchmark
ellipsoid_proxy,5,0,2,1.0958999919239432,0.21917999838478863,0.09339999814983457,0.009339999814983457,0.02680000034160912,0.005360000068321824,0.000100000761449337,2.00001522898674e-05,0.07100000220816582,0.014200000441633165,5,5,5,5,5,5,1,1,0,,0,0,0,0,Editor-Cmd actor microbenchmark
ellipsoid_proxy,10,0,2,2.0569999906001613,0.20569999906001613,0.1736999984132126,0.00868499992066063,0.050000002374872565,0.0050000002374872565,0.00019998697098344564,1.9998697098344564e-05,0.11930000619031489,0.011930000619031489,10,10,10,10,10,10,1,1,0,,0,0,0,0,Editor-Cmd actor microbenchmark
legacy_semantic_proxy,5,0,2,3.0398999952012673,0.6079799990402535,0.19820001034531742,0.019820001034531742,0.0838999985717237,0.01677999971434474,0.000300002284348011,6.00004568696022e-05,0.3158000035909936,0.06316000071819872,5,33,33,33,33,33,1,1,0,,0,0,0,0,Editor-Cmd actor microbenchmark
legacy_semantic_proxy,10,0,2,5.031399996369146,0.5031399996369146,0.36210000689607114,0.018105000344803557,0.15830001211725175,0.015830001211725175,0.000300002284348011,3.00002284348011e-05,0.5325000092852861,0.05325000092852861,10,60,60,60,60,60,1,1,0,,0,0,0,0,Editor-Cmd actor microbenchmark
sppa_desc,5,0,2,5.001800003810786,1.0003600007621571,0.2868000010494143,0.028680000104941428,0.08399999933317304,0.016799999866634607,0.03890000516548753,0.007780001033097506,0.40079999598674476,0.08015999919734895,5,64,64,64,64,64,1,1,30807,5036,0,0,5,0,Editor-Cmd actor microbenchmark
sppa_desc,10,0,2,7.538799996837042,0.7538799996837042,0.6047999922884628,0.03023999961442314,0.16540000797249377,0.016540000797249377,0.08789999992586672,0.008789999992586672,0.6557999877259135,0.06557999877259135,10,110,110,110,110,110,1,1,56651,8040,0,0,10,0,Editor-Cmd actor microbenchmark
