baseline,count,repetition,updates_per_actor,create_total_ms,create_per_actor_ms,pose_update_total_ms,pose_update_per_actor_update_ms,shape_update_total_ms,shape_update_per_actor_ms,actors_after_create,actors_after_pose,actors_after_shape,components_after_create,components_after_pose,components_after_shape,component_names_reused_during_pose,component_names_reused_during_shape,create_payload_bytes,pose_payload_bytes_total,shape_payload_bytes,create_ok,pose_ok,shape_ok,mode
unreal_assets,5,0,2,2.209700003731996,0.44194000074639916,0.2381999947829172,0.02381999947829172,0.12310000602155924,0.024620001204311848,5,5,5,5,5,5,1,1,31688,2797,1957,1,1,1,Component payload replay via ApplyObstacleBatchJson
unreal_assets,10,0,2,3.372600011061877,0.3372600011061877,0.338400001055561,0.01692000005277805,0.20629999926313758,0.020629999926313758,10,10,10,10,10,10,1,1,58434,5636,3883,1,1,1,Component payload replay via ApplyObstacleBatchJson
semantic_proxy,5,0,2,5.294999995385297,1.0589999990770593,0.400500008254312,0.0400500008254312,0.27520000003278255,0.05504000000655651,5,5,5,64,64,64,1,1,31688,2797,1957,1,1,1,Component payload replay via ApplyObstacleBatchJson
semantic_proxy,10,0,2,8.500999989337288,0.8500999989337288,0.6471999950008467,0.032359999750042334,0.4594000056385994,0.04594000056385994,10,10,10,110,110,110,1,1,58434,5636,3883,1,1,1,Component payload replay via ApplyObstacleBatchJson
