backend,count,repetition,action,sequence,payload_bytes,elapsed_ms,ok,managed_actors,static_mesh_components,estimated_triangles,estimated_draw_calls
semantic_proxy_instanced,250,2,pose_update,5,323903,20.468900,1,1,11,516016,11
semantic_proxy_instanced,250,2,pose_update,6,321955,20.873900,1,1,11,516016,11
semantic_proxy_instanced,250,2,pose_update,7,326774,22.557500,1,1,11,516016,11
semantic_proxy_instanced,250,2,pose_update,8,325046,22.433800,1,1,11,516016,11
semantic_proxy_instanced,250,2,pose_update,9,322454,23.591700,1,1,11,516016,11
semantic_proxy_instanced,250,2,pose_update,10,324802,23.037700,1,1,11,516016,11
semantic_proxy_instanced,250,2,shape_param_update,1,87059,6.265000,1,1,11,516016,11
semantic_proxy_instanced,250,2,shape_param_update,2,88852,5.962800,1,1,11,516016,11
semantic_proxy_instanced,250,2,shape_param_update,3,86880,5.950100,1,1,11,516016,11
semantic_proxy_instanced,250,2,shape_param_update,4,86213,6.346500,1,1,11,516016,11
semantic_proxy_instanced,250,2,shape_param_update,5,86511,5.636400,1,1,11,516016,11
semantic_proxy_instanced,250,2,shape_param_update,6,86837,6.066300,1,1,11,516016,11
semantic_proxy_instanced,250,2,shape_param_update,7,88926,6.234100,1,1,11,516016,11
semantic_proxy_instanced,250,2,shape_param_update,8,86775,5.540700,1,1,11,516016,11
semantic_proxy_instanced,250,2,shape_param_update,9,88626,5.907600,1,1,11,516016,11
semantic_proxy_instanced,250,2,shape_param_update,10,88690,6.291000,1,1,11,516016,11
semantic_proxy_instanced,500,0,create,0,1884510,89.911500,1,1,11,1028400,11
semantic_proxy_instanced,500,0,pose_update,1,654581,44.306500,1,1,11,1028400,11
semantic_proxy_instanced,500,0,pose_update,2,645333,43.099900,1,1,11,1028400,11
semantic_proxy_instanced,500,0,pose_update,3,653714,45.283300,1,1,11,1028400,11
semantic_proxy_instanced,500,0,pose_update,4,631967,44.005200,1,1,11,1028400,11
semantic_proxy_instanced,500,0,pose_update,5,648001,44.776400,1,1,11,1028400,11
semantic_proxy_instanced,500,0,pose_update,6,645428,45.503200,1,1,11,1028400,11
semantic_proxy_instanced,500,0,pose_update,7,653712,44.282100,1,1,11,1028400,11
semantic_proxy_instanced,500,0,pose_update,8,649887,45.594600,1,1,11,1028400,11
semantic_proxy_instanced,500,0,pose_update,9,645176,44.626600,1,1,11,1028400,11
semantic_proxy_instanced,500,0,pose_update,10,649895,44.315600,1,1,11,1028400,11
semantic_proxy_instanced,500,0,shape_param_update,1,175737,12.080700,1,1,11,1028400,11
semantic_proxy_instanced,500,0,shape_param_update,2,173093,12.423800,1,1,11,1028400,11
semantic_proxy_instanced,500,0,shape_param_update,3,175812,11.945900,1,1,11,1028400,11
semantic_proxy_instanced,500,0,shape_param_update,4,174036,12.071800,1,1,11,1028400,11
semantic_proxy_instanced,500,0,shape_param_update,5,173001,13.045200,1,1,11,1028400,11
semantic_proxy_instanced,500,0,shape_param_update,6,173058,12.652700,1,1,11,1028400,11
semantic_proxy_instanced,500,0,shape_param_update,7,175612,12.034000,1,1,11,1028400,11
semantic_proxy_instanced,500,0,shape_param_update,8,175149,12.871100,1,1,11,1028400,11
semantic_proxy_instanced,500,0,shape_param_update,9,172669,12.820500,1,1,11,1028400,11
semantic_proxy_instanced,500,0,shape_param_update,10,175176,13.185600,1,1,11,1028400,11
semantic_proxy_instanced,500,1,create,0,1884510,93.576700,1,1,11,1028400,11
semantic_proxy_instanced,500,1,pose_update,1,654581,45.663800,1,1,11,1028400,11
semantic_proxy_instanced,500,1,pose_update,2,645333,45.554400,1,1,11,1028400,11
semantic_proxy_instanced,500,1,pose_update,3,653714,47.157200,1,1,11,1028400,11
semantic_proxy_instanced,500,1,pose_update,4,631967,44.761000,1,1,11,1028400,11
semantic_proxy_instanced,500,1,pose_update,5,648001,47.248400,1,1,11,1028400,11
semantic_proxy_instanced,500,1,pose_update,6,645428,45.284200,1,1,11,1028400,11
semantic_proxy_instanced,500,1,pose_update,7,653712,46.512200,1,1,11,1028400,11
semantic_proxy_instanced,500,1,pose_update,8,649887,46.354500,1,1,11,1028400,11
semantic_proxy_instanced,500,1,pose_update,9,645176,46.710000,1,1,11,1028400,11
semantic_proxy_instanced,500,1,pose_update,10,649895,45.995800,1,1,11,1028400,11
semantic_proxy_instanced,500,1,shape_param_update,1,175737,14.207700,1,1,11,1028400,11
semantic_proxy_instanced,500,1,shape_param_update,2,173093,12.374300,1,1,11,1028400,11
semantic_proxy_instanced,500,1,shape_param_update,3,175812,13.274200,1,1,11,1028400,11
semantic_proxy_instanced,500,1,shape_param_update,4,174036,13.007300,1,1,11,1028400,11
semantic_proxy_instanced,500,1,shape_param_update,5,173001,13.026900,1,1,11,1028400,11
semantic_proxy_instanced,500,1,shape_param_update,6,173058,12.331200,1,1,11,1028400,11
semantic_proxy_instanced,500,1,shape_param_update,7,175612,12.661000,1,1,11,1028400,11
semantic_proxy_instanced,500,1,shape_param_update,8,175149,12.866100,1,1,11,1028400,11
semantic_proxy_instanced,500,1,shape_param_update,9,172669,12.972900,1,1,11,1028400,11
semantic_proxy_instanced,500,1,shape_param_update,10,175176,13.462000,1,1,11,1028400,11
semantic_proxy_instanced,500,2,create,0,1884510,95.490400,1,1,11,1028400,11
semantic_proxy_instanced,500,2,pose_update,1,654581,47.031700,1,1,11,1028400,11
semantic_proxy_instanced,500,2,pose_update,2,645333,47.966700,1,1,11,1028400,11
semantic_proxy_instanced,500,2,pose_update,3,653714,47.231200,1,1,11,1028400,11
semantic_proxy_instanced,500,2,pose_update,4,631967,46.190200,1,1,11,1028400,11
semantic_proxy_instanced,500,2,pose_update,5,648001,45.046900,1,1,11,1028400,11
semantic_proxy_instanced,500,2,pose_update,6,645428,46.055000,1,1,11,1028400,11
semantic_proxy_instanced,500,2,pose_update,7,653712,48.313200,1,1,11,1028400,11
semantic_proxy_instanced,500,2,pose_update,8,649887,47.091800,1,1,11,1028400,11
semantic_proxy_instanced,500,2,pose_update,9,645176,46.367900,1,1,11,1028400,11
semantic_proxy_instanced,500,2,pose_update,10,649895,46.882600,1,1,11,1028400,11
semantic_proxy_instanced,500,2,shape_param_update,1,175737,14.632500,1,1,11,1028400,11
semantic_proxy_instanced,500,2,shape_param_update,2,173093,12.956000,1,1,11,1028400,11
semantic_proxy_instanced,500,2,shape_param_update,3,175812,13.158300,1,1,11,1028400,11
semantic_proxy_instanced,500,2,shape_param_update,4,174036,12.997900,1,1,11,1028400,11
semantic_proxy_instanced,500,2,shape_param_update,5,173001,12.810100,1,1,11,1028400,11
semantic_proxy_instanced,500,2,shape_param_update,6,173058,12.580100,1,1,11,1028400,11
semantic_proxy_instanced,500,2,shape_param_update,7,175612,12.320400,1,1,11,1028400,11
semantic_proxy_instanced,500,2,shape_param_update,8,175149,12.653400,1,1,11,1028400,11
semantic_proxy_instanced,500,2,shape_param_update,9,172669,11.724400,1,1,11,1028400,11
semantic_proxy_instanced,500,2,shape_param_update,10,175176,12.886500,1,1,11,1028400,11
