baseline,count,action,n,batch_total_ms_mean,batch_total_ms_p50,batch_total_ms_p95,batch_total_ms_max,per_actor_ms_p50,per_actor_ms_p95,http_requests,components_after_action,payload_bytes_mean
no_render,10,create,10,11.686470001586713,11.711700004525483,12.62910000514239,12.62910000514239,1.1711700004525483,1.262910000514239,10,0,58384
no_render,10,pose_poll,50,5.823071998602245,5.806300003314391,6.061699998099357,6.128499997430481,0.5806300003314391,0.6061699998099357,50,0,2772.6
no_render,10,shape,10,5.672310003137682,5.6610000028740615,5.741700006183237,5.741700006183237,0.5661000002874061,0.5741700006183237,10,0,3680
no_render,50,create,10,33.35793000005651,33.184100000653416,35.742299995035864,35.742299995035864,0.6636820000130683,0.7148459999007173,10,0,246060
no_render,50,pose_poll,50,6.506687999644782,5.80130000889767,9.03779998770915,9.313899994594976,0.11602600017795339,0.180755999754183,50,0,13765.4
no_render,50,shape,10,7.22943999862764,7.459400003426708,7.5997999956598505,7.5997999956598505,0.14918800006853417,0.151995999913197,10,0,18262
no_render,100,create,10,65.59357999940403,64.18650000705384,74.25180000427645,74.25180000427645,0.6418650000705384,0.7425180000427645,10,0,492107
no_render,100,pose_poll,50,8.103453999501653,7.648200000403449,10.366000002250075,10.515300004044548,0.07648200000403449,0.10366000002250075,50,0,27515.4
no_render,100,shape,10,8.976180001627654,9.00230000843294,10.08900000306312,10.08900000306312,0.0900230000843294,0.1008900000306312,10,0,36509
no_render,250,create,10,161.13920000207145,152.9279999958817,241.36120000912342,241.36120000912342,0.6117119999835268,0.9654448000364937,10,0,1230421
no_render,250,pose_poll,50,13.537190000060946,12.192499998491257,23.930299998028204,43.83370000869036,0.04876999999396503,0.09572119999211282,50,0,68916.8
no_render,250,shape,10,17.51009999861708,15.374899987364188,37.1173000021372,37.1173000021372,0.06149959994945675,0.1484692000085488,10,0,91396
no_render,500,create,10,338.4175300016068,309.09140000585467,584.5700999925612,584.5700999925612,0.6181828000117093,1.1691401999851223,10,0,2460928
no_render,500,pose_poll,50,21.906247998704202,19.346900007803924,40.95719999168068,42.42170001089107,0.03869380001560785,0.08191439998336136,50,0,137918.2
no_render,500,shape,10,31.753329999628477,26.141800000914373,56.44410000240896,56.44410000240896,0.052283600001828745,0.11288820000481792,10,0,182878
unreal_assets,10,create,10,12.96866999764461,13.089500003843568,14.22919999458827,14.22919999458827,1.3089500003843568,1.422919999458827,10,10,58384
unreal_assets,10,pose_poll,50,5.849865999771282,5.794199998490512,7.14950000110548,7.320999997318722,0.5794199998490512,0.714950000110548,50,10,2772.6
unreal_assets,10,shape,10,5.60857000091346,5.485600006068125,6.908600000315346,6.908600000315346,0.5485600006068125,0.6908600000315346,10,10,3680
unreal_assets,50,create,10,36.85618999879807,36.43239999655634,41.80150000320282,41.80150000320282,0.7286479999311268,0.8360300000640564,10,50,246060
unreal_assets,50,pose_poll,50,6.6176519996952266,6.596999999601394,8.806199999526143,9.347699990030378,0.13193999999202788,0.17612399999052286,50,50,13765.4
