frame_idx,t_rel_s,t_unix,lat,lon,alt_msl,rel_alt,roll,pitch,yaw
2283,39.030069,1783330767.283,42.1444086,-1.5883692,304.76,48.38,0.56,1.78,346.90
2284,39.047165,1783330767.300,42.1444093,-1.5883694,304.82,48.44,0.57,1.83,346.88
2285,39.064261,1783330767.317,42.1444099,-1.5883696,304.88,48.50,0.58,1.83,346.86
2286,39.081357,1783330767.334,42.1444106,-1.5883698,304.94,48.56,0.59,1.83,346.85
2287,39.098453,1783330767.351,42.1444113,-1.5883700,305.00,48.62,0.61,1.84,346.83
2288,39.115549,1783330767.369,42.1444106,-1.5883703,304.45,48.07,0.62,1.84,346.81
2289,39.132645,1783330767.386,42.1444139,-1.5883712,304.59,48.21,0.63,1.84,346.80
2290,39.149741,1783330767.403,42.1444145,-1.5883714,304.65,48.27,0.64,1.85,346.78
2291,39.166837,1783330767.420,42.1444152,-1.5883715,304.71,48.33,0.62,1.95,346.76
2292,39.183933,1783330767.437,42.1444158,-1.5883717,304.78,48.40,0.60,2.05,346.74
2293,39.201029,1783330767.454,42.1444164,-1.5883718,304.84,48.46,0.58,2.14,346.73
2294,39.218125,1783330767.471,42.1444170,-1.5883720,304.90,48.52,0.56,2.24,346.71
2295,39.235221,1783330767.488,42.1444177,-1.5883722,304.96,48.58,0.54,2.34,346.69
2296,39.252317,1783330767.505,42.1444183,-1.5883723,305.02,48.64,0.51,2.42,346.68
2297,39.269413,1783330767.522,42.1444189,-1.5883725,305.08,48.70,0.48,2.44,346.67
2298,39.286509,1783330767.540,42.1444195,-1.5883727,305.15,48.77,0.45,2.47,346.66
2299,39.303605,1783330767.557,42.1444202,-1.5883728,305.21,48.83,0.41,2.49,346.65
2300,39.320701,1783330767.574,42.1444211,-1.5883738,304.52,48.14,0.38,2.52,346.64
2301,39.337797,1783330767.591,42.1444228,-1.5883740,304.79,48.41,0.35,2.54,346.63
2302,39.354893,1783330767.608,42.1444234,-1.5883742,304.85,48.47,0.31,2.61,346.62
2303,39.371988,1783330767.625,42.1444240,-1.5883743,304.91,48.53,0.25,2.71,346.61
2304,39.389084,1783330767.642,42.1444246,-1.5883745,304.97,48.59,0.20,2.82,346.60
2305,39.406180,1783330767.659,42.1444251,-1.5883746,305.02,48.64,0.14,2.93,346.59
2306,39.423276,1783330767.676,42.1444257,-1.5883748,305.08,48.70,0.09,3.04,346.58
2307,39.440372,1783330767.693,42.1444263,-1.5883749,305.14,48.76,0.03,3.15,346.57
2308,39.457468,1783330767.710,42.1444269,-1.5883750,305.20,48.82,-0.02,3.25,346.56
2309,39.474564,1783330767.728,42.1444275,-1.5883752,305.26,48.88,-0.06,3.33,346.53
2310,39.491660,1783330767.745,42.1444281,-1.5883753,305.32,48.94,-0.11,3.41,346.51
2311,39.508756,1783330767.762,42.1444287,-1.5883755,305.38,49.00,-0.16,3.49,346.48
2312,39.525852,1783330767.779,42.1444311,-1.5883770,304.56,48.18,-0.21,3.57,346.46
2313,39.542948,1783330767.796,42.1444315,-1.5883769,304.91,48.53,-0.26,3.66,346.44
2314,39.560044,1783330767.813,42.1444319,-1.5883770,304.97,48.59,-0.32,3.76,346.42
2315,39.577140,1783330767.830,42.1444324,-1.5883771,305.03,48.65,-0.40,3.87,346.41
2316,39.594236,1783330767.847,42.1444329,-1.5883772,305.08,48.70,-0.47,3.98,346.40
2317,39.611332,1783330767.864,42.1444333,-1.5883773,305.14,48.76,-0.55,4.09,346.39
2318,39.628428,1783330767.881,42.1444338,-1.5883774,305.19,48.81,-0.62,4.20,346.38
2319,39.645524,1783330767.899,42.1444343,-1.5883775,305.25,48.87,-0.70,4.32,346.37
2320,39.662620,1783330767.916,42.1444347,-1.5883776,305.30,48.92,-0.79,4.43,346.36
2321,39.679716,1783330767.933,42.1444352,-1.5883778,305.36,48.98,-0.88,4.55,346.36
2322,39.696812,1783330767.950,42.1444356,-1.5883779,305.41,49.03,-0.96,4.66,346.35
2323,39.713908,1783330767.967,42.1444361,-1.5883780,305.47,49.09,-1.05,4.78,346.34
2324,39.731004,1783330767.984,42.1444366,-1.5883781,305.53,49.15,-1.14,4.90,346.34
2325,39.748100,1783330768.001,42.1444396,-1.5883799,304.66,48.28,-1.23,5.01,346.33
2326,39.765195,1783330768.018,42.1444393,-1.5883795,305.09,48.71,-1.29,5.14,346.32
2327,39.782291,1783330768.035,42.1444397,-1.5883796,305.15,48.77,-1.35,5.26,346.30
2328,39.799387,1783330768.052,42.1444402,-1.5883797,305.21,48.83,-1.41,5.39,346.29
2329,39.816483,1783330768.069,42.1444407,-1.5883798,305.27,48.89,-1.46,5.51,346.28
2330,39.833579,1783330768.087,42.1444412,-1.5883799,305.33,48.95,-1.52,5.64,346.26
2331,39.850675,1783330768.104,42.1444416,-1.5883801,305.38,49.00,-1.59,5.76,346.25
2332,39.867771,1783330768.121,42.1444421,-1.5883802,305.44,49.06,-1.68,5.91,346.24
2333,39.884867,1783330768.138,42.1444426,-1.5883803,305.50,49.12,-1.77,6.05,346.24
2334,39.901963,1783330768.155,42.1444431,-1.5883804,305.56,49.18,-1.87,6.19,346.23
2335,39.919059,1783330768.172,42.1444435,-1.5883805,305.62,49.24,-1.96,6.34,346.23
2336,39.936155,1783330768.189,42.1444461,-1.5883817,305.22,48.84,-2.06,6.48,346.22
2337,39.953251,1783330768.206,42.1444465,-1.5883819,305.27,48.89,-2.15,6.60,346.21
2338,39.970347,1783330768.223,42.1444470,-1.5883820,305.33,48.95,-2.26,6.68,346.20
2339,39.987443,1783330768.240,42.1444474,-1.5883822,305.38,49.00,-2.37,6.75,346.18
2340,40.004539,1783330768.258,42.1444478,-1.5883823,305.43,49.05,-2.48,6.82,346.16
2341,40.021635,1783330768.275,42.1444483,-1.5883824,305.48,49.10,-2.59,6.90,346.15
2342,40.038731,1783330768.292,42.1444487,-1.5883826,305.53,49.15,-2.69,6.97,346.13
2343,40.055827,1783330768.309,42.1444492,-1.5883827,305.59,49.21,-2.78,7.09,346.07
2344,40.072923,1783330768.326,42.1444496,-1.5883829,305.64,49.26,-2.86,7.27,345.97
2345,40.090019,1783330768.343,42.1444500,-1.5883830,305.69,49.31,-2.93,7.44,345.87
2346,40.107115,1783330768.360,42.1444505,-1.5883832,305.74,49.36,-3.01,7.61,345.77
2347,40.124211,1783330768.377,42.1444527,-1.5883846,305.01,48.63,-3.08,7.79,345.67
2348,40.141307,1783330768.394,42.1444529,-1.5883844,305.34,48.96,-3.15,7.96,345.57
2349,40.158402,1783330768.411,42.1444533,-1.5883845,305.39,49.01,-3.25,8.10,345.35
2350,40.175498,1783330768.428,42.1444537,-1.5883846,305.43,49.05,-3.35,8.21,345.07
2351,40.192594,1783330768.446,42.1444541,-1.5883848,305.48,49.10,-3.46,8.32,344.78
2352,40.209690,1783330768.463,42.1444545,-1.5883849,305.53,49.15,-3.56,8.43,344.50
2353,40.226786,1783330768.480,42.1444548,-1.5883850,305.58,49.20,-3.67,8.54,344.21
2354,40.243882,1783330768.497,42.1444552,-1.5883852,305.63,49.25,-3.78,8.65,343.93
2355,40.260978,1783330768.514,42.1444556,-1.5883853,305.68,49.30,-3.90,8.67,343.49
2356,40.278074,1783330768.531,42.1444560,-1.5883854,305.73,49.35,-4.02,8.67,343.01
2357,40.295170,1783330768.548,42.1444564,-1.5883856,305.78,49.40,-4.15,8.66,342.52
2358,40.312266,1783330768.565,42.1444568,-1.5883857,305.83,49.45,-4.27,8.65,342.04
2359,40.329362,1783330768.582,42.1444604,-1.5883878,304.95,48.57,-4.40,8.65,341.56
2360,40.346458,1783330768.599,42.1444592,-1.5883870,305.41,49.03,-4.52,8.64,341.08
2361,40.363554,1783330768.617,42.1444595,-1.5883871,305.46,49.08,-4.64,8.65,340.46
2362,40.380650,1783330768.634,42.1444598,-1.5883872,305.50,49.12,-4.75,8.66,339.84
2363,40.397746,1783330768.651,42.1444601,-1.5883874,305.55,49.17,-4.87,8.67,339.21
2364,40.414842,1783330768.668,42.1444604,-1.5883875,305.60,49.22,-4.99,8.68,338.59
2365,40.431938,1783330768.685,42.1444607,-1.5883876,305.65,49.27,-5.10,8.69,337.96
2366,40.449034,1783330768.702,42.1444610,-1.5883877,305.69,49.31,-5.22,8.70,337.33
2367,40.466130,1783330768.719,42.1444613,-1.5883879,305.74,49.36,-5.37,8.63,336.56
2368,40.483226,1783330768.736,42.1444617,-1.5883880,305.79,49.41,-5.52,8.57,335.79
2369,40.500322,1783330768.753,42.1444620,-1.5883881,305.84,49.46,-5.67,8.51,335.02
2370,40.517418,1783330768.770,42.1444630,-1.5883888,305.28,48.90,-5.82,8.44,334.25
2371,40.534514,1783330768.788,42.1444645,-1.5883896,305.40,49.02,-5.97,8.38,333.48
2372,40.551609,1783330768.805,42.1444647,-1.5883897,305.44,49.06,-6.12,8.31,332.72
2373,40.568705,1783330768.822,42.1444649,-1.5883898,305.48,49.10,-6.27,8.23,331.98
2374,40.585801,1783330768.839,42.1444651,-1.5883899,305.52,49.14,-6.41,8.14,331.25
2375,40.602897,1783330768.856,42.1444653,-1.5883900,305.56,49.18,-6.56,8.06,330.51
2376,40.619993,1783330768.873,42.1444656,-1.5883901,305.60,49.22,-6.70,7.98,329.78
2377,40.637089,1783330768.890,42.1444658,-1.5883902,305.64,49.26,-6.85,7.89,329.04
2378,40.654185,1783330768.907,42.1444660,-1.5883903,305.68,49.30,-6.99,7.81,328.30
2379,40.671281,1783330768.924,42.1444662,-1.5883904,305.72,49.34,-7.11,7.73,327.56
2380,40.688377,1783330768.941,42.1444664,-1.5883905,305.76,49.38,-7.24,7.65,326.81
2381,40.705473,1783330768.958,42.1444666,-1.5883906,305.81,49.43,-7.37,7.57,326.07
2382,40.722569,1783330768.976,42.1444668,-1.5883907,305.85,49.47,-7.49,7.50,325.32
2383,40.739665,1783330768.993,42.1444685,-1.5883917,305.22,48.84,-7.62,7.42,324.57
2384,40.756761,1783330769.010,42.1444692,-1.5883920,305.43,49.05,-7.74,7.32,323.82
2385,40.773857,1783330769.027,42.1444694,-1.5883922,305.48,49.10,-7.85,7.22,323.07
2386,40.790953,1783330769.044,42.1444696,-1.5883923,305.53,49.15,-7.96,7.11,322.32
2387,40.808049,1783330769.061,42.1444698,-1.5883925,305.57,49.19,-8.07,7.00,321.57
2388,40.825145,1783330769.078,42.1444700,-1.5883926,305.62,49.24,-8.18,6.89,320.81
2389,40.842241,1783330769.095,42.1444702,-1.5883928,305.67,49.29,-8.29,6.79,320.06
2390,40.859337,1783330769.112,42.1444703,-1.5883929,305.71,49.33,-8.41,6.68,319.30
2391,40.876433,1783330769.129,42.1444705,-1.5883931,305.76,49.38,-8.52,6.58,318.55
2392,40.893529,1783330769.147,42.1444707,-1.5883932,305.81,49.43,-8.64,6.48,317.79
2393,40.910625,1783330769.164,42.1444709,-1.5883934,305.85,49.47,-8.76,6.37,317.03
2394,40.927721,1783330769.181,42.1444747,-1.5883956,305.05,48.67,-8.87,6.27,316.27
2395,40.944816,1783330769.198,42.1444732,-1.5883948,305.46,49.08,-8.99,6.17,315.52
2396,40.961912,1783330769.215,42.1444732,-1.5883949,305.49,49.11,-9.07,6.05,314.79
2397,40.979008,1783330769.232,42.1444733,-1.5883950,305.53,49.15,-9.15,5.93,314.07
2398,40.996104,1783330769.249,42.1444734,-1.5883951,305.56,49.18,-9.23,5.81,313.35
2399,41.013200,1783330769.266,42.1444735,-1.5883953,305.60,49.22,-9.30,5.69,312.63
2400,41.030296,1783330769.283,42.1444735,-1.5883954,305.64,49.26,-9.38,5.57,311.91
2401,41.047392,1783330769.300,42.1444736,-1.5883955,305.67,49.29,-9.46,5.45,311.20
2402,41.064488,1783330769.317,42.1444737,-1.5883956,305.71,49.33,-9.51,5.34,310.46
2403,41.081584,1783330769.335,42.1444738,-1.5883957,305.74,49.36,-9.55,5.22,309.73
2404,41.098680,1783330769.352,42.1444738,-1.5883959,305.78,49.40,-9.60,5.11,308.99
2405,41.115776,1783330769.369,42.1444739,-1.5883960,305.82,49.44,-9.65,4.99,308.26
2406,41.132872,1783330769.386,42.1444764,-1.5883975,305.40,49.02,-9.70,4.88,307.52
2407,41.149968,1783330769.403,42.1444764,-1.5883976,305.44,49.06,-9.74,4.77,306.79
2408,41.167064,1783330769.420,42.1444764,-1.5883978,305.48,49.10,-9.78,4.65,306.08
2409,41.184160,1783330769.437,42.1444764,-1.5883979,305.52,49.14,-9.81,4.53,305.36
2410,41.201256,1783330769.454,42.1444764,-1.5883980,305.56,49.18,-9.85,4.41,304.65
2411,41.218352,1783330769.471,42.1444764,-1.5883982,305.60,49.22,-9.88,4.29,303.93
2412,41.235448,1783330769.488,42.1444764,-1.5883983,305.64,49.26,-9.92,4.18,303.22
2413,41.252544,1783330769.506,42.1444764,-1.5883984,305.68,49.30,-9.95,4.06,302.51
2414,41.269640,1783330769.523,42.1444764,-1.5883986,305.72,49.34,-9.96,3.94,301.80
2415,41.286736,1783330769.540,42.1444764,-1.5883987,305.76,49.38,-9.98,3.82,301.09
2416,41.303832,1783330769.557,42.1444764,-1.5883988,305.80,49.42,-10.00,3.70,300.39
2417,41.320928,1783330769.574,42.1444793,-1.5884004,305.19,48.81,-10.02,3.59,299.68
2418,41.338023,1783330769.591,42.1444789,-1.5884005,305.39,49.01,-10.04,3.47,298.98
2419,41.355119,1783330769.608,42.1444788,-1.5884007,305.43,49.05,-10.06,3.35,298.27
2420,41.372215,1783330769.625,42.1444787,-1.5884008,305.48,49.10,-10.08,3.24,297.55
2421,41.389311,1783330769.642,42.1444786,-1.5884009,305.52,49.14,-10.11,3.13,296.84
2422,41.406407,1783330769.659,42.1444785,-1.5884010,305.56,49.18,-10.13,3.03,296.12
2423,41.423503,1783330769.677,42.1444784,-1.5884012,305.60,49.22,-10.16,2.92,295.41
2424,41.440599,1783330769.694,42.1444784,-1.5884013,305.64,49.26,-10.18,2.81,294.69
2425,41.457695,1783330769.711,42.1444783,-1.5884014,305.68,49.30,-10.20,2.69,293.98
2426,41.474791,1783330769.728,42.1444782,-1.5884015,305.72,49.34,-10.22,2.57,293.28
2427,41.491887,1783330769.745,42.1444781,-1.5884017,305.76,49.38,-10.24,2.45,292.57
2428,41.508983,1783330769.762,42.1444780,-1.5884018,305.80,49.42,-10.26,2.33,291.87
2429,41.526079,1783330769.779,42.1444821,-1.5884044,305.04,48.66,-10.28,2.20,291.16
2430,41.543175,1783330769.796,42.1444804,-1.5884037,305.38,49.00,-10.29,2.08,290.46
2431,41.560271,1783330769.813,42.1444803,-1.5884038,305.42,49.04,-10.30,1.97,289.76
2432,41.577367,1783330769.830,42.1444801,-1.5884039,305.46,49.08,-10.29,1.85,289.06
2433,41.594463,1783330769.847,42.1444800,-1.5884040,305.50,49.12,-10.28,1.73,288.36
2434,41.611559,1783330769.865,42.1444799,-1.5884041,305.54,49.16,-10.27,1.62,287.66
2435,41.628655,1783330769.882,42.1444797,-1.5884042,305.58,49.20,-10.27,1.50,286.97
2436,41.645751,1783330769.899,42.1444796,-1.5884043,305.62,49.24,-10.26,1.38,286.27
2437,41.662847,1783330769.916,42.1444795,-1.5884044,305.65,49.27,-10.26,1.26,285.58
2438,41.679943,1783330769.933,42.1444793,-1.5884045,305.69,49.31,-10.26,1.13,284.89
2439,41.697039,1783330769.950,42.1444792,-1.5884046,305.73,49.35,-10.26,1.00,284.20
2440,41.714135,1783330769.967,42.1444790,-1.5884047,305.77,49.39,-10.27,0.87,283.52
2441,41.731230,1783330769.984,42.1444789,-1.5884048,305.81,49.43,-10.27,0.74,282.83
2442,41.748326,1783330770.001,42.1444834,-1.5884080,305.00,48.62,-10.27,0.61,282.14
2443,41.765422,1783330770.018,42.1444810,-1.5884066,305.44,49.06,-10.28,0.50,281.46
2444,41.782518,1783330770.036,42.1444808,-1.5884068,305.49,49.11,-10.29,0.39,280.79
2445,41.799614,1783330770.053,42.1444806,-1.5884069,305.53,49.15,-10.30,0.28,280.11
2446,41.816710,1783330770.070,42.1444803,-1.5884071,305.57,49.19,-10.31,0.17,279.43
2447,41.833806,1783330770.087,42.1444801,-1.5884072,305.62,49.24,-10.32,0.06,278.75
2448,41.850902,1783330770.104,42.1444798,-1.5884074,305.66,49.28,-10.33,-0.06,278.07
2449,41.867998,1783330770.121,42.1444796,-1.5884075,305.71,49.33,-10.32,-0.20,277.39
2450,41.885094,1783330770.138,42.1444794,-1.5884077,305.75,49.37,-10.32,-0.34,276.71
2451,41.902190,1783330770.155,42.1444791,-1.5884078,305.79,49.41,-10.31,-0.48,276.03
2452,41.919286,1783330770.172,42.1444823,-1.5884096,305.24,48.86,-10.31,-0.62,275.34
2453,41.936382,1783330770.189,42.1444811,-1.5884097,305.44,49.06,-10.30,-0.76,274.66
2454,41.953478,1783330770.206,42.1444809,-1.5884099,305.48,49.10,-10.30,-0.91,273.98
2455,41.970574,1783330770.224,42.1444806,-1.5884100,305.51,49.13,-10.29,-1.05,273.31
2456,41.987670,1783330770.241,42.1444803,-1.5884101,305.55,49.17,-10.28,-1.20,272.64
2457,42.004766,1783330770.258,42.1444800,-1.5884102,305.59,49.21,-10.28,-1.34,271.97
2458,42.021862,1783330770.275,42.1444798,-1.5884103,305.63,49.25,-10.27,-1.49,271.31
2459,42.038958,1783330770.292,42.1444795,-1.5884105,305.67,49.29,-10.26,-1.63,270.64
2460,42.056054,1783330770.309,42.1444792,-1.5884106,305.70,49.32,-10.25,-1.78,269.97
2461,42.073150,1783330770.326,42.1444789,-1.5884107,305.74,49.36,-10.22,-1.92,269.30
2462,42.090246,1783330770.343,42.1444787,-1.5884108,305.78,49.40,-10.20,-2.06,268.64
2463,42.107342,1783330770.360,42.1444784,-1.5884110,305.82,49.44,-10.18,-2.20,267.97
2464,42.124438,1783330770.377,42.1444825,-1.5884139,305.11,48.73,-10.15,-2.34,267.30
2465,42.141533,1783330770.395,42.1444801,-1.5884128,305.49,49.11,-10.13,-2.48,266.64
2466,42.158629,1783330770.412,42.1444798,-1.5884129,305.52,49.14,-10.10,-2.62,265.97
2467,42.175725,1783330770.429,42.1444795,-1.5884130,305.56,49.18,-10.06,-2.77,265.29
2468,42.192821,1783330770.446,42.1444792,-1.5884131,305.59,49.21,-10.02,-2.92,264.62
2469,42.209917,1783330770.463,42.1444789,-1.5884133,305.62,49.24,-9.98,-3.07,263.95
2470,42.227013,1783330770.480,42.1444786,-1.5884134,305.66,49.28,-9.94,-3.22,263.28
2471,42.244109,1783330770.497,42.1444783,-1.5884135,305.69,49.31,-9.90,-3.37,262.61
2472,42.261205,1783330770.514,42.1444779,-1.5884136,305.73,49.35,-9.87,-3.51,261.94
2473,42.278301,1783330770.531,42.1444776,-1.5884138,305.76,49.38,-9.84,-3.65,261.27
2474,42.295397,1783330770.548,42.1444773,-1.5884139,305.80,49.42,-9.80,-3.79,260.61
2475,42.312493,1783330770.565,42.1444770,-1.5884140,305.83,49.45,-9.77,-3.92,259.94
2476,42.329589,1783330770.583,42.1444819,-1.5884183,304.99,48.61,-9.74,-4.06,259.28
2477,42.346685,1783330770.600,42.1444788,-1.5884160,305.49,49.11,-9.71,-4.20,258.61
2478,42.363781,1783330770.617,42.1444784,-1.5884161,305.53,49.15,-9.65,-4.35,257.94
2479,42.380877,1783330770.634,42.1444780,-1.5884162,305.56,49.18,-9.59,-4.51,257.26
2480,42.397973,1783330770.651,42.1444776,-1.5884164,305.60,49.22,-9.53,-4.66,256.58
2481,42.415069,1783330770.668,42.1444772,-1.5884165,305.63,49.25,-9.47,-4.82,255.90
2482,42.432165,1783330770.685,42.1444768,-1.5884166,305.67,49.29,-9.41,-4.97,255.22
2483,42.449261,1783330770.702,42.1444764,-1.5884167,305.71,49.33,-9.35,-5.12,254.54
2484,42.466357,1783330770.719,42.1444761,-1.5884169,305.74,49.36,-9.28,-5.25,253.87
2485,42.483453,1783330770.736,42.1444757,-1.5884170,305.78,49.40,-9.20,-5.38,253.20
2486,42.500549,1783330770.754,42.1444753,-1.5884171,305.81,49.43,-9.12,-5.51,252.53
2487,42.517645,1783330770.771,42.1444786,-1.5884190,305.32,48.94,-9.05,-5.64,251.86
2488,42.534740,1783330770.788,42.1444770,-1.5884192,305.47,49.09,-8.97,-5.77,251.19
2489,42.551836,1783330770.805,42.1444766,-1.5884193,305.51,49.13,-8.89,-5.90,250.52
2490,42.568932,1783330770.822,42.1444762,-1.5884194,305.54,49.16,-8.79,-6.03,249.85
2491,42.586028,1783330770.839,42.1444758,-1.5884195,305.57,49.19,-8.70,-6.15,249.19
2492,42.603124,1783330770.856,42.1444754,-1.5884196,305.60,49.22,-8.61,-6.28,248.53
2493,42.620220,1783330770.873,42.1444750,-1.5884197,305.63,49.25,-8.51,-6.41,247.86
2494,42.637316,1783330770.890,42.1444746,-1.5884198,305.66,49.28,-8.42,-6.53,247.20
2495,42.654412,1783330770.907,42.1444742,-1.5884199,305.70,49.32,-8.31,-6.66,246.53
2496,42.671508,1783330770.925,42.1444738,-1.5884200,305.73,49.35,-8.18,-6.80,245.85
2497,42.688604,1783330770.942,42.1444733,-1.5884201,305.76,49.38,-8.06,-6.94,245.18
2498,42.705700,1783330770.959,42.1444729,-1.5884202,305.79,49.41,-7.93,-7.07,244.50
2499,42.722796,1783330770.976,42.1444725,-1.5884203,305.82,49.44,-7.81,-7.21,243.83
2500,42.739892,1783330770.993,42.1444743,-1.5884226,305.46,49.08,-7.68,-7.35,243.15
2501,42.756988,1783330771.010,42.1444737,-1.5884227,305.50,49.12,-7.55,-7.47,242.48
2502,42.774084,1783330771.027,42.1444732,-1.5884228,305.53,49.15,-7.41,-7.57,241.80
2503,42.791180,1783330771.044,42.1444727,-1.5884229,305.57,49.19,-7.27,-7.68,241.11
2504,42.808276,1783330771.061,42.1444722,-1.5884230,305.61,49.23,-7.14,-7.78,240.43
2505,42.825372,1783330771.078,42.1444717,-1.5884231,305.65,49.27,-7.00,-7.89,239.75
2506,42.842468,1783330771.095,42.1444711,-1.5884232,305.69,49.31,-6.86,-8.00,239.07
2507,42.859564,1783330771.113,42.1444706,-1.5884233,305.73,49.35,-6.72,-8.09,238.39
2508,42.876660,1783330771.130,42.1444701,-1.5884234,305.77,49.39,-6.56,-8.19,237.71
2509,42.893756,1783330771.147,42.1444696,-1.5884235,305.81,49.43,-6.41,-8.28,237.03
2510,42.910852,1783330771.164,42.1444691,-1.5884236,305.85,49.47,-6.26,-8.37,236.35
2511,42.927947,1783330771.181,42.1444737,-1.5884282,305.03,48.65,-6.11,-8.46,235.67
2512,42.945043,1783330771.198,42.1444708,-1.5884262,305.46,49.08,-5.96,-8.55,234.99
2513,42.962139,1783330771.215,42.1444702,-1.5884262,305.50,49.12,-5.79,-8.64,234.30
2514,42.979235,1783330771.232,42.1444696,-1.5884263,305.54,49.16,-5.62,-8.71,233.62
2515,42.996331,1783330771.249,42.1444690,-1.5884264,305.58,49.20,-5.46,-8.79,232.93
2516,43.013427,1783330771.266,42.1444684,-1.5884265,305.62,49.24,-5.29,-8.87,232.25
2517,43.030523,1783330771.284,42.1444678,-1.5884266,305.66,49.28,-5.12,-8.95,231.56
2518,43.047619,1783330771.301,42.1444672,-1.5884267,305.70,49.32,-4.95,-9.03,230.88
2519,43.064715,1783330771.318,42.1444666,-1.5884268,305.74,49.36,-4.78,-9.07,230.20
2520,43.081811,1783330771.335,42.1444661,-1.5884268,305.78,49.40,-4.61,-9.11,229.52
2521,43.098907,1783330771.352,42.1444655,-1.5884269,305.82,49.44,-4.44,-9.15,228.84
2522,43.116003,1783330771.369,42.1444692,-1.5884288,305.33,48.95,-4.28,-9.19,228.16
2523,43.133099,1783330771.386,42.1444672,-1.5884296,305.41,49.03,-4.11,-9.23,227.48
2524,43.150195,1783330771.403,42.1444665,-1.5884297,305.45,49.07,-3.94,-9.27,226.79
2525,43.167291,1783330771.420,42.1444659,-1.5884298,305.50,49.12,-3.78,-9.32,226.10
2526,43.184387,1783330771.437,42.1444653,-1.5884298,305.54,49.16,-3.63,-9.38,225.41
2527,43.201483,1783330771.454,42.1444646,-1.5884299,305.58,49.20,-3.47,-9.44,224.72
2528,43.218579,1783330771.472,42.1444640,-1.5884300,305.62,49.24,-3.32,-9.49,224.03
2529,43.235675,1783330771.489,42.1444634,-1.5884301,305.66,49.28,-3.16,-9.55,223.33
2530,43.252771,1783330771.506,42.1444627,-1.5884301,305.70,49.32,-3.01,-9.60,222.64
2531,43.269867,1783330771.523,42.1444621,-1.5884302,305.75,49.37,-2.86,-9.65,221.94
2532,43.286963,1783330771.540,42.1444615,-1.5884303,305.79,49.41,-2.71,-9.70,221.24
2533,43.304059,1783330771.557,42.1444608,-1.5884304,305.83,49.45,-2.56,-9.75,220.53
2534,43.321154,1783330771.574,42.1444651,-1.5884336,305.17,48.79,-2.40,-9.80,219.83
2535,43.338250,1783330771.591,42.1444626,-1.5884332,305.40,49.02,-2.25,-9.85,219.13
2536,43.355346,1783330771.608,42.1444619,-1.5884333,305.44,49.06,-2.10,-9.90,218.44
2537,43.372442,1783330771.625,42.1444612,-1.5884334,305.48,49.10,-1.94,-9.94,217.75
2538,43.389538,1783330771.643,42.1444605,-1.5884334,305.53,49.15,-1.79,-9.98,217.06
2539,43.406634,1783330771.660,42.1444598,-1.5884335,305.57,49.19,-1.63,-10.02,216.38
2540,43.423730,1783330771.677,42.1444591,-1.5884336,305.61,49.23,-1.47,-10.05,215.69
2541,43.440826,1783330771.694,42.1444584,-1.5884336,305.66,49.28,-1.31,-10.09,215.00
2542,43.457922,1783330771.711,42.1444577,-1.5884337,305.70,49.32,-1.16,-10.12,214.32
2543,43.475018,1783330771.728,42.1444570,-1.5884338,305.74,49.36,-1.01,-10.14,213.64
2544,43.492114,1783330771.745,42.1444563,-1.5884338,305.79,49.41,-0.85,-10.16,212.95
2545,43.509210,1783330771.762,42.1444556,-1.5884339,305.83,49.45,-0.70,-10.18,212.27
2546,43.526306,1783330771.779,42.1444601,-1.5884386,305.04,48.66,-0.54,-10.20,211.59
2547,43.543402,1783330771.796,42.1444574,-1.5884371,305.38,49.00,-0.39,-10.22,210.91
2548,43.560498,1783330771.813,42.1444568,-1.5884372,305.42,49.04,-0.25,-10.22,210.31
2549,43.577594,1783330771.831,42.1444562,-1.5884372,305.46,49.08,-0.12,-10.23,209.74
2550,43.594690,1783330771.848,42.1444556,-1.5884372,305.50,49.12,0.01,-10.23,209.17
2551,43.611786,1783330771.865,42.1444550,-1.5884373,305.54,49.16,0.14,-10.24,208.61
2552,43.628882,1783330771.882,42.1444544,-1.5884373,305.57,49.19,0.27,-10.24,208.04
2553,43.645978,1783330771.899,42.1444538,-1.5884374,305.61,49.23,0.40,-10.25,207.47
2554,43.663074,1783330771.916,42.1444532,-1.5884374,305.65,49.27,0.51,-10.25,207.07
2555,43.680170,1783330771.933,42.1444526,-1.5884374,305.69,49.31,0.62,-10.26,206.68
2556,43.697266,1783330771.950,42.1444520,-1.5884375,305.73,49.35,0.73,-10.26,206.30
2557,43.714361,1783330771.967,42.1444514,-1.5884375,305.77,49.39,0.84,-10.27,205.91
2558,43.731457,1783330771.984,42.1444507,-1.5884376,305.80,49.42,0.95,-10.28,205.53
2559,43.748553,1783330772.002,42.1444501,-1.5884376,305.84,49.46,1.05,-10.28,205.15
2560,43.765649,1783330772.019,42.1444513,-1.5884407,305.43,49.05,1.14,-10.26,204.89
2561,43.782745,1783330772.036,42.1444505,-1.5884408,305.48,49.10,1.22,-10.23,204.64
2562,43.799841,1783330772.053,42.1444496,-1.5884409,305.53,49.15,1.30,-10.21,204.38
2563,43.816937,1783330772.070,42.1444488,-1.5884410,305.58,49.20,1.38,-10.19,204.13
2564,43.834033,1783330772.087,42.1444479,-1.5884411,305.62,49.24,1.46,-10.17,203.88
2565,43.851129,1783330772.104,42.1444471,-1.5884412,305.67,49.29,1.54,-10.15,203.64
