frame_idx,t_rel_s,t_unix,lat,lon,alt_msl,rel_alt,roll,pitch,yaw
1085,18.549113,1783330746.802,42.1430641,-1.5879536,303.04,46.66,0.76,-7.32,347.71
1086,18.566209,1783330746.819,42.1430649,-1.5879538,303.08,46.70,0.77,-7.28,347.70
1087,18.583305,1783330746.836,42.1430658,-1.5879541,303.12,46.74,0.79,-7.25,347.69
1088,18.600401,1783330746.853,42.1430666,-1.5879544,303.16,46.78,0.80,-7.21,347.68
1089,18.617497,1783330746.870,42.1430674,-1.5879546,303.20,46.82,0.82,-7.17,347.68
1090,18.634593,1783330746.888,42.1430683,-1.5879549,303.25,46.87,0.83,-7.14,347.67
1091,18.651689,1783330746.905,42.1430691,-1.5879552,303.29,46.91,0.83,-7.13,347.66
1092,18.668785,1783330746.922,42.1430699,-1.5879554,303.33,46.95,0.80,-7.20,347.65
1093,18.685881,1783330746.939,42.1430707,-1.5879557,303.37,46.99,0.76,-7.28,347.64
1094,18.702977,1783330746.956,42.1430716,-1.5879559,303.41,47.03,0.72,-7.35,347.63
1095,18.720073,1783330746.973,42.1430724,-1.5879562,303.45,47.07,0.69,-7.43,347.62
1096,18.737169,1783330746.990,42.1430720,-1.5879560,302.90,46.52,0.65,-7.50,347.62
1097,18.754265,1783330747.007,42.1430766,-1.5879575,303.01,46.63,0.63,-7.54,347.61
1098,18.771361,1783330747.024,42.1430775,-1.5879578,303.06,46.68,0.63,-7.52,347.63
1099,18.788457,1783330747.041,42.1430784,-1.5879581,303.11,46.73,0.63,-7.50,347.64
1100,18.805552,1783330747.059,42.1430794,-1.5879584,303.15,46.77,0.64,-7.47,347.65
1101,18.822648,1783330747.076,42.1430803,-1.5879587,303.20,46.82,0.64,-7.45,347.66
1102,18.839744,1783330747.093,42.1430812,-1.5879590,303.24,46.86,0.64,-7.43,347.67
1103,18.856840,1783330747.110,42.1430821,-1.5879593,303.29,46.91,0.63,-7.46,347.68
1104,18.873936,1783330747.127,42.1430831,-1.5879596,303.33,46.95,0.62,-7.55,347.67
1105,18.891032,1783330747.144,42.1430840,-1.5879599,303.38,47.00,0.61,-7.64,347.67
1106,18.908128,1783330747.161,42.1430849,-1.5879602,303.43,47.05,0.60,-7.72,347.67
1107,18.925224,1783330747.178,42.1430858,-1.5879605,303.47,47.09,0.59,-7.81,347.66
1108,18.942320,1783330747.195,42.1430902,-1.5879618,303.02,46.64,0.58,-7.89,347.66
1109,18.959416,1783330747.212,42.1430910,-1.5879621,303.07,46.69,0.58,-7.94,347.66
1110,18.976512,1783330747.230,42.1430919,-1.5879624,303.11,46.73,0.59,-7.97,347.66
1111,18.993608,1783330747.247,42.1430927,-1.5879626,303.15,46.77,0.59,-7.99,347.66
1112,19.010704,1783330747.264,42.1430935,-1.5879629,303.19,46.81,0.59,-8.02,347.65
1113,19.027800,1783330747.281,42.1430944,-1.5879631,303.23,46.85,0.60,-8.05,347.65
1114,19.044896,1783330747.298,42.1430952,-1.5879634,303.28,46.90,0.60,-8.08,347.65
1115,19.061992,1783330747.315,42.1430961,-1.5879636,303.32,46.94,0.59,-8.05,347.65
1116,19.079088,1783330747.332,42.1430969,-1.5879639,303.36,46.98,0.57,-8.02,347.65
1117,19.096184,1783330747.349,42.1430977,-1.5879642,303.40,47.02,0.56,-7.98,347.65
1118,19.113280,1783330747.366,42.1430986,-1.5879644,303.44,47.06,0.54,-7.95,347.65
1119,19.130376,1783330747.383,42.1430994,-1.5879647,303.49,47.11,0.53,-7.91,347.65
1120,19.147472,1783330747.400,42.1431037,-1.5879660,303.05,46.67,0.51,-7.88,347.65
1121,19.164568,1783330747.418,42.1431045,-1.5879663,303.09,46.71,0.54,-7.90,347.65
1122,19.181664,1783330747.435,42.1431054,-1.5879666,303.13,46.75,0.57,-7.92,347.66
1123,19.198759,1783330747.452,42.1431062,-1.5879668,303.17,46.79,0.60,-7.94,347.66
1124,19.215855,1783330747.469,42.1431071,-1.5879671,303.21,46.83,0.63,-7.96,347.66
1125,19.232951,1783330747.486,42.1431079,-1.5879674,303.25,46.87,0.65,-7.98,347.67
1126,19.250047,1783330747.503,42.1431088,-1.5879676,303.29,46.91,0.68,-7.99,347.67
1127,19.267143,1783330747.520,42.1431096,-1.5879679,303.33,46.95,0.67,-7.91,347.66
1128,19.284239,1783330747.537,42.1431105,-1.5879682,303.37,46.99,0.66,-7.83,347.65
1129,19.301335,1783330747.554,42.1431114,-1.5879684,303.42,47.04,0.65,-7.75,347.64
1130,19.318431,1783330747.571,42.1431122,-1.5879687,303.46,47.08,0.64,-7.67,347.63
1131,19.335527,1783330747.589,42.1431166,-1.5879701,303.02,46.64,0.64,-7.59,347.63
1132,19.352623,1783330747.606,42.1431175,-1.5879704,303.07,46.69,0.63,-7.53,347.62
1133,19.369719,1783330747.623,42.1431185,-1.5879707,303.11,46.73,0.65,-7.53,347.62
1134,19.386815,1783330747.640,42.1431194,-1.5879710,303.16,46.78,0.66,-7.52,347.61
1135,19.403911,1783330747.657,42.1431203,-1.5879713,303.20,46.82,0.67,-7.52,347.61
1136,19.421007,1783330747.674,42.1431213,-1.5879716,303.25,46.87,0.68,-7.52,347.61
1137,19.438103,1783330747.691,42.1431222,-1.5879719,303.30,46.92,0.69,-7.51,347.60
1138,19.455199,1783330747.708,42.1431231,-1.5879722,303.34,46.96,0.70,-7.48,347.60
1139,19.472295,1783330747.725,42.1431241,-1.5879725,303.39,47.01,0.69,-7.41,347.60
1140,19.489391,1783330747.742,42.1431250,-1.5879728,303.44,47.06,0.68,-7.35,347.60
1141,19.506487,1783330747.759,42.1431260,-1.5879731,303.48,47.10,0.66,-7.28,347.59
1142,19.523583,1783330747.777,42.1431285,-1.5879738,302.77,46.39,0.65,-7.21,347.59
1143,19.540679,1783330747.794,42.1431302,-1.5879744,303.03,46.65,0.64,-7.15,347.59
1144,19.557775,1783330747.811,42.1431311,-1.5879747,303.07,46.69,0.65,-7.11,347.59
1145,19.574871,1783330747.828,42.1431319,-1.5879750,303.12,46.74,0.66,-7.08,347.59
1146,19.591966,1783330747.845,42.1431328,-1.5879752,303.16,46.78,0.67,-7.06,347.59
1147,19.609062,1783330747.862,42.1431336,-1.5879755,303.20,46.82,0.68,-7.03,347.59
1148,19.626158,1783330747.879,42.1431345,-1.5879758,303.24,46.86,0.69,-7.01,347.59
1149,19.643254,1783330747.896,42.1431353,-1.5879760,303.29,46.91,0.70,-6.99,347.59
1150,19.660350,1783330747.913,42.1431362,-1.5879763,303.33,46.95,0.71,-6.97,347.59
1151,19.677446,1783330747.930,42.1431371,-1.5879765,303.37,46.99,0.71,-6.96,347.58
1152,19.694542,1783330747.948,42.1431379,-1.5879768,303.42,47.04,0.72,-6.94,347.58
1153,19.711638,1783330747.965,42.1431388,-1.5879771,303.46,47.08,0.73,-6.93,347.58
1154,19.728734,1783330747.982,42.1431396,-1.5879773,303.50,47.12,0.74,-6.92,347.57
1155,19.745830,1783330747.999,42.1431431,-1.5879784,302.72,46.34,0.75,-6.90,347.57
1156,19.762926,1783330748.016,42.1431440,-1.5879788,303.05,46.67,0.77,-6.89,347.58
1157,19.780022,1783330748.033,42.1431451,-1.5879791,303.10,46.72,0.79,-6.87,347.60
1158,19.797118,1783330748.050,42.1431462,-1.5879795,303.16,46.78,0.81,-6.86,347.61
1159,19.814214,1783330748.067,42.1431473,-1.5879798,303.21,46.83,0.84,-6.85,347.63
1160,19.831310,1783330748.084,42.1431483,-1.5879801,303.26,46.88,0.86,-6.83,347.65
1161,19.848406,1783330748.101,42.1431494,-1.5879805,303.31,46.93,0.88,-6.82,347.66
1162,19.865502,1783330748.119,42.1431505,-1.5879808,303.37,46.99,0.89,-6.86,347.65
1163,19.882598,1783330748.136,42.1431515,-1.5879811,303.42,47.04,0.90,-6.90,347.64
1164,19.899694,1783330748.153,42.1431526,-1.5879814,303.47,47.09,0.91,-6.94,347.62
1165,19.916790,1783330748.170,42.1431519,-1.5879812,302.93,46.55,0.91,-6.99,347.61
1166,19.933886,1783330748.187,42.1431570,-1.5879828,303.01,46.63,0.92,-7.03,347.60
1167,19.950982,1783330748.204,42.1431579,-1.5879831,303.06,46.68,0.93,-7.06,347.59
1168,19.968078,1783330748.221,42.1431589,-1.5879834,303.11,46.73,0.92,-7.07,347.59
1169,19.985173,1783330748.238,42.1431599,-1.5879837,303.15,46.77,0.91,-7.09,347.58
1170,20.002269,1783330748.255,42.1431608,-1.5879840,303.20,46.82,0.90,-7.10,347.58
1171,20.019365,1783330748.272,42.1431618,-1.5879843,303.25,46.87,0.89,-7.11,347.58
1172,20.036461,1783330748.289,42.1431627,-1.5879846,303.29,46.91,0.89,-7.12,347.57
1173,20.053557,1783330748.307,42.1431637,-1.5879849,303.34,46.96,0.88,-7.13,347.58
1174,20.070653,1783330748.324,42.1431647,-1.5879852,303.39,47.01,0.88,-7.13,347.61
1175,20.087749,1783330748.341,42.1431656,-1.5879855,303.43,47.05,0.88,-7.14,347.63
1176,20.104845,1783330748.358,42.1431666,-1.5879858,303.48,47.10,0.88,-7.14,347.66
1177,20.121941,1783330748.375,42.1431681,-1.5879863,302.80,46.42,0.88,-7.14,347.69
1178,20.139037,1783330748.392,42.1431710,-1.5879872,303.00,46.62,0.88,-7.15,347.72
1179,20.156133,1783330748.409,42.1431719,-1.5879875,303.05,46.67,0.88,-7.15,347.72
1180,20.173229,1783330748.426,42.1431729,-1.5879878,303.10,46.72,0.89,-7.13,347.70
1181,20.190325,1783330748.443,42.1431738,-1.5879881,303.15,46.77,0.90,-7.12,347.68
1182,20.207421,1783330748.460,42.1431748,-1.5879884,303.20,46.82,0.90,-7.11,347.66
1183,20.224517,1783330748.478,42.1431757,-1.5879887,303.25,46.87,0.91,-7.10,347.64
1184,20.241613,1783330748.495,42.1431767,-1.5879890,303.30,46.92,0.92,-7.09,347.62
1185,20.258709,1783330748.512,42.1431776,-1.5879893,303.34,46.96,0.93,-7.10,347.60
1186,20.275805,1783330748.529,42.1431786,-1.5879896,303.39,47.01,0.93,-7.12,347.60
1187,20.292901,1783330748.546,42.1431795,-1.5879899,303.44,47.06,0.94,-7.13,347.59
1188,20.309997,1783330748.563,42.1431805,-1.5879902,303.49,47.11,0.95,-7.15,347.58
1189,20.327093,1783330748.580,42.1431843,-1.5879914,302.66,46.28,0.96,-7.16,347.57
1190,20.344189,1783330748.597,42.1431849,-1.5879916,303.01,46.63,0.97,-7.18,347.56
1191,20.361285,1783330748.614,42.1431858,-1.5879919,303.06,46.68,0.95,-7.17,347.55
1192,20.378380,1783330748.631,42.1431868,-1.5879922,303.11,46.73,0.93,-7.15,347.55
1193,20.395476,1783330748.648,42.1431877,-1.5879925,303.16,46.78,0.91,-7.13,347.54
1194,20.412572,1783330748.666,42.1431887,-1.5879927,303.21,46.83,0.89,-7.11,347.53
1195,20.429668,1783330748.683,42.1431896,-1.5879930,303.26,46.88,0.87,-7.09,347.53
1196,20.446764,1783330748.700,42.1431905,-1.5879933,303.31,46.93,0.85,-7.07,347.52
1197,20.463860,1783330748.717,42.1431915,-1.5879936,303.36,46.98,0.85,-7.07,347.54
1198,20.480956,1783330748.734,42.1431924,-1.5879939,303.41,47.03,0.86,-7.07,347.55
1199,20.498052,1783330748.751,42.1431934,-1.5879942,303.46,47.08,0.87,-7.06,347.57
1200,20.515148,1783330748.768,42.1431916,-1.5879936,302.93,46.55,0.87,-7.06,347.59
1201,20.532244,1783330748.785,42.1432007,-1.5879965,302.56,46.18,0.88,-7.06,347.60
1202,20.549340,1783330748.802,42.1431986,-1.5879959,303.04,46.66,0.88,-7.06,347.62
1203,20.566436,1783330748.819,42.1431994,-1.5879961,303.08,46.70,0.86,-7.04,347.60
1204,20.583532,1783330748.837,42.1432003,-1.5879964,303.13,46.75,0.85,-7.02,347.58
1205,20.600628,1783330748.854,42.1432012,-1.5879966,303.17,46.79,0.83,-7.00,347.56
1206,20.617724,1783330748.871,42.1432021,-1.5879969,303.21,46.83,0.82,-6.98,347.54
1207,20.634820,1783330748.888,42.1432029,-1.5879971,303.25,46.87,0.80,-6.96,347.52
1208,20.651916,1783330748.905,42.1432038,-1.5879974,303.29,46.91,0.79,-6.95,347.51
1209,20.669012,1783330748.922,42.1432047,-1.5879977,303.33,46.95,0.80,-6.92,347.52
1210,20.686108,1783330748.939,42.1432055,-1.5879979,303.38,47.00,0.81,-6.90,347.53
1211,20.703204,1783330748.956,42.1432064,-1.5879982,303.42,47.04,0.82,-6.88,347.54
1212,20.720300,1783330748.973,42.1432073,-1.5879984,303.46,47.08,0.83,-6.86,347.55
1213,20.737396,1783330748.990,42.1432066,-1.5879983,302.88,46.50,0.83,-6.84,347.56
1214,20.754492,1783330749.007,42.1432114,-1.5879998,303.01,46.63,0.84,-6.82,347.57
1215,20.771587,1783330749.025,42.1432125,-1.5880002,303.06,46.68,0.82,-6.80,347.57
1216,20.788683,1783330749.042,42.1432136,-1.5880005,303.11,46.73,0.81,-6.78,347.57
1217,20.805779,1783330749.059,42.1432147,-1.5880008,303.16,46.78,0.80,-6.76,347.56
1218,20.822875,1783330749.076,42.1432158,-1.5880012,303.22,46.84,0.79,-6.74,347.56
1219,20.839971,1783330749.093,42.1432169,-1.5880015,303.27,46.89,0.78,-6.72,347.56
1220,20.857067,1783330749.110,42.1432180,-1.5880018,303.32,46.94,0.76,-6.72,347.55
1221,20.874163,1783330749.127,42.1432191,-1.5880022,303.37,46.99,0.75,-6.73,347.53
1222,20.891259,1783330749.144,42.1432202,-1.5880025,303.42,47.04,0.74,-6.74,347.51
1223,20.908355,1783330749.161,42.1432213,-1.5880028,303.48,47.10,0.73,-6.76,347.49
1224,20.925451,1783330749.178,42.1432245,-1.5880039,302.71,46.33,0.72,-6.77,347.47
1225,20.942547,1783330749.196,42.1432256,-1.5880042,303.03,46.65,0.71,-6.79,347.46
1226,20.959643,1783330749.213,42.1432266,-1.5880045,303.07,46.69,0.71,-6.77,347.46
1227,20.976739,1783330749.230,42.1432275,-1.5880048,303.12,46.74,0.71,-6.74,347.48
1228,20.993835,1783330749.247,42.1432285,-1.5880051,303.17,46.79,0.71,-6.72,347.50
1229,21.010931,1783330749.264,42.1432295,-1.5880054,303.21,46.83,0.71,-6.69,347.52
1230,21.028027,1783330749.281,42.1432305,-1.5880056,303.26,46.88,0.71,-6.66,347.54
1231,21.045123,1783330749.298,42.1432314,-1.5880059,303.31,46.93,0.71,-6.63,347.56
1232,21.062219,1783330749.315,42.1432324,-1.5880062,303.35,46.97,0.69,-6.62,347.54
1233,21.079315,1783330749.332,42.1432334,-1.5880065,303.40,47.02,0.68,-6.61,347.52
1234,21.096411,1783330749.349,42.1432344,-1.5880068,303.45,47.07,0.66,-6.61,347.50
1235,21.113507,1783330749.367,42.1432320,-1.5880062,302.98,46.60,0.64,-6.60,347.48
1236,21.130603,1783330749.384,42.1432409,-1.5880089,302.59,46.21,0.62,-6.59,347.46
1237,21.147699,1783330749.401,42.1432396,-1.5880085,303.04,46.66,0.60,-6.58,347.44
1238,21.164794,1783330749.418,42.1432406,-1.5880088,303.09,46.71,0.60,-6.55,347.45
1239,21.181890,1783330749.435,42.1432415,-1.5880091,303.13,46.75,0.60,-6.53,347.45
1240,21.198986,1783330749.452,42.1432425,-1.5880094,303.18,46.80,0.61,-6.50,347.46
1241,21.216082,1783330749.469,42.1432435,-1.5880097,303.23,46.85,0.61,-6.47,347.47
1242,21.233178,1783330749.486,42.1432445,-1.5880100,303.27,46.89,0.61,-6.44,347.47
1243,21.250274,1783330749.503,42.1432454,-1.5880103,303.32,46.94,0.61,-6.42,347.48
1244,21.267370,1783330749.520,42.1432464,-1.5880106,303.37,46.99,0.60,-6.41,347.49
1245,21.284466,1783330749.537,42.1432474,-1.5880109,303.41,47.03,0.59,-6.39,347.49
1246,21.301562,1783330749.555,42.1432484,-1.5880112,303.46,47.08,0.58,-6.38,347.50
1247,21.318658,1783330749.572,42.1432483,-1.5880112,302.87,46.49,0.57,-6.37,347.50
1248,21.335754,1783330749.589,42.1432526,-1.5880126,303.02,46.64,0.57,-6.36,347.51
1249,21.352850,1783330749.606,42.1432535,-1.5880128,303.06,46.68,0.56,-6.34,347.51
1250,21.369946,1783330749.623,42.1432543,-1.5880131,303.10,46.72,0.58,-6.32,347.50
1251,21.387042,1783330749.640,42.1432552,-1.5880133,303.14,46.76,0.60,-6.30,347.49
1252,21.404138,1783330749.657,42.1432561,-1.5880136,303.18,46.80,0.61,-6.28,347.48
1253,21.421234,1783330749.674,42.1432570,-1.5880139,303.22,46.84,0.63,-6.25,347.47
1254,21.438330,1783330749.691,42.1432579,-1.5880141,303.26,46.88,0.64,-6.23,347.46
1255,21.455426,1783330749.708,42.1432587,-1.5880144,303.31,46.93,0.65,-6.21,347.46
1256,21.472522,1783330749.726,42.1432596,-1.5880147,303.35,46.97,0.64,-6.20,347.47
1257,21.489618,1783330749.743,42.1432605,-1.5880149,303.39,47.01,0.63,-6.19,347.48
1258,21.506714,1783330749.760,42.1432614,-1.5880152,303.43,47.05,0.63,-6.17,347.48
1259,21.523810,1783330749.777,42.1432623,-1.5880155,303.47,47.09,0.62,-6.16,347.49
1260,21.540906,1783330749.794,42.1432665,-1.5880168,303.03,46.65,0.61,-6.15,347.50
1261,21.558001,1783330749.811,42.1432674,-1.5880171,303.07,46.69,0.61,-6.13,347.50
1262,21.575097,1783330749.828,42.1432683,-1.5880174,303.11,46.73,0.62,-6.11,347.49
1263,21.592193,1783330749.845,42.1432692,-1.5880176,303.15,46.77,0.62,-6.09,347.49
1264,21.609289,1783330749.862,42.1432701,-1.5880179,303.19,46.81,0.63,-6.07,347.48
1265,21.626385,1783330749.879,42.1432709,-1.5880182,303.24,46.86,0.63,-6.05,347.48
1266,21.643481,1783330749.896,42.1432718,-1.5880184,303.28,46.90,0.64,-6.03,347.47
1267,21.660577,1783330749.914,42.1432727,-1.5880187,303.32,46.94,0.65,-5.99,347.47
1268,21.677673,1783330749.931,42.1432736,-1.5880190,303.36,46.98,0.66,-5.95,347.48
1269,21.694769,1783330749.948,42.1432745,-1.5880192,303.40,47.02,0.67,-5.91,347.48
1270,21.711865,1783330749.965,42.1432753,-1.5880195,303.44,47.06,0.68,-5.87,347.48
1271,21.728961,1783330749.982,42.1432762,-1.5880197,303.48,47.10,0.70,-5.83,347.49
1272,21.746057,1783330749.999,42.1432796,-1.5880208,302.70,46.32,0.71,-5.78,347.49
1273,21.763153,1783330750.016,42.1432804,-1.5880211,303.04,46.66,0.69,-5.79,347.48
1274,21.780249,1783330750.033,42.1432815,-1.5880214,303.09,46.71,0.67,-5.80,347.46
1275,21.797345,1783330750.050,42.1432826,-1.5880218,303.14,46.76,0.65,-5.81,347.45
1276,21.814441,1783330750.067,42.1432837,-1.5880221,303.20,46.82,0.63,-5.83,347.44
1277,21.831537,1783330750.085,42.1432848,-1.5880224,303.25,46.87,0.61,-5.84,347.42
1278,21.848633,1783330750.102,42.1432859,-1.5880228,303.30,46.92,0.59,-5.85,347.41
1279,21.865729,1783330750.119,42.1432871,-1.5880231,303.35,46.97,0.62,-5.83,347.43
1280,21.882825,1783330750.136,42.1432882,-1.5880234,303.40,47.02,0.65,-5.82,347.45
1281,21.899921,1783330750.153,42.1432893,-1.5880238,303.45,47.07,0.67,-5.80,347.47
1282,21.917017,1783330750.170,42.1432887,-1.5880236,302.91,46.53,0.70,-5.78,347.49
1283,21.934113,1783330750.187,42.1432935,-1.5880251,303.02,46.64,0.73,-5.76,347.50
1284,21.951209,1783330750.204,42.1432945,-1.5880254,303.07,46.69,0.74,-5.76,347.52
1285,21.968304,1783330750.221,42.1432955,-1.5880257,303.11,46.73,0.72,-5.79,347.50
1286,21.985400,1783330750.238,42.1432964,-1.5880260,303.16,46.78,0.69,-5.82,347.48
1287,22.002496,1783330750.255,42.1432974,-1.5880263,303.20,46.82,0.66,-5.85,347.47
1288,22.019592,1783330750.273,42.1432984,-1.5880267,303.25,46.87,0.63,-5.88,347.45
1289,22.036688,1783330750.290,42.1432994,-1.5880270,303.29,46.91,0.60,-5.91,347.43
1290,22.053784,1783330750.307,42.1433003,-1.5880273,303.34,46.96,0.59,-5.92,347.42
1291,22.070880,1783330750.324,42.1433013,-1.5880276,303.38,47.00,0.61,-5.90,347.43
1292,22.087976,1783330750.341,42.1433023,-1.5880279,303.43,47.05,0.64,-5.89,347.44
1293,22.105072,1783330750.358,42.1433033,-1.5880282,303.47,47.09,0.66,-5.87,347.45
1294,22.122168,1783330750.375,42.1433049,-1.5880286,302.80,46.42,0.68,-5.85,347.46
1295,22.139264,1783330750.392,42.1433073,-1.5880294,303.04,46.66,0.71,-5.83,347.47
1296,22.156360,1783330750.409,42.1433083,-1.5880297,303.09,46.71,0.72,-5.82,347.48
1297,22.173456,1783330750.426,42.1433092,-1.5880300,303.13,46.75,0.72,-5.81,347.49
1298,22.190552,1783330750.444,42.1433102,-1.5880303,303.18,46.80,0.72,-5.80,347.51
1299,22.207648,1783330750.461,42.1433112,-1.5880306,303.22,46.84,0.73,-5.80,347.52
1300,22.224744,1783330750.478,42.1433122,-1.5880309,303.27,46.89,0.73,-5.79,347.54
1301,22.241840,1783330750.495,42.1433132,-1.5880312,303.32,46.94,0.73,-5.78,347.55
1302,22.258936,1783330750.512,42.1433141,-1.5880315,303.36,46.98,0.73,-5.81,347.54
1303,22.276032,1783330750.529,42.1433151,-1.5880319,303.41,47.03,0.72,-5.85,347.52
1304,22.293128,1783330750.546,42.1433161,-1.5880322,303.46,47.08,0.71,-5.89,347.50
1305,22.310224,1783330750.563,42.1433171,-1.5880325,303.50,47.12,0.71,-5.93,347.47
1306,22.327320,1783330750.580,42.1433210,-1.5880336,302.68,46.30,0.70,-5.97,347.45
1307,22.344416,1783330750.597,42.1433211,-1.5880337,303.06,46.68,0.69,-6.01,347.42
1308,22.361511,1783330750.615,42.1433221,-1.5880340,303.11,46.73,0.69,-6.00,347.44
1309,22.378607,1783330750.632,42.1433230,-1.5880343,303.15,46.77,0.69,-5.99,347.47
1310,22.395703,1783330750.649,42.1433240,-1.5880346,303.20,46.82,0.69,-5.97,347.50
1311,22.412799,1783330750.666,42.1433250,-1.5880349,303.24,46.86,0.69,-5.95,347.53
1312,22.429895,1783330750.683,42.1433259,-1.5880352,303.29,46.91,0.69,-5.93,347.56
1313,22.446991,1783330750.700,42.1433269,-1.5880355,303.34,46.96,0.69,-5.91,347.59
1314,22.464087,1783330750.717,42.1433279,-1.5880358,303.38,47.00,0.70,-5.95,347.56
1315,22.481183,1783330750.734,42.1433288,-1.5880361,303.43,47.05,0.70,-5.99,347.54
1316,22.498279,1783330750.751,42.1433298,-1.5880364,303.47,47.09,0.71,-6.03,347.51
1317,22.515375,1783330750.768,42.1433284,-1.5880359,302.97,46.59,0.72,-6.07,347.48
1318,22.532471,1783330750.785,42.1433339,-1.5880377,303.03,46.65,0.72,-6.10,347.45
1319,22.549567,1783330750.803,42.1433348,-1.5880380,303.07,46.69,0.73,-6.14,347.43
1320,22.566663,1783330750.820,42.1433357,-1.5880382,303.11,46.73,0.73,-6.10,347.44
1321,22.583759,1783330750.837,42.1433365,-1.5880385,303.15,46.77,0.74,-6.07,347.45
1322,22.600855,1783330750.854,42.1433374,-1.5880388,303.19,46.81,0.74,-6.03,347.46
1323,22.617951,1783330750.871,42.1433383,-1.5880391,303.24,46.86,0.74,-6.00,347.47
1324,22.635047,1783330750.888,42.1433391,-1.5880393,303.28,46.90,0.75,-5.97,347.47
1325,22.652143,1783330750.905,42.1433400,-1.5880396,303.32,46.94,0.75,-5.95,347.48
1326,22.669239,1783330750.922,42.1433409,-1.5880399,303.36,46.98,0.75,-5.99,347.49
1327,22.686335,1783330750.939,42.1433418,-1.5880402,303.40,47.02,0.74,-6.03,347.50
1328,22.703431,1783330750.956,42.1433426,-1.5880404,303.44,47.06,0.74,-6.07,347.50
1329,22.720527,1783330750.974,42.1433435,-1.5880407,303.48,47.10,0.74,-6.11,347.51
1330,22.737623,1783330750.991,42.1433430,-1.5880405,302.91,46.53,0.73,-6.15,347.52
1331,22.754718,1783330751.008,42.1433475,-1.5880419,303.03,46.65,0.73,-6.17,347.51
1332,22.771814,1783330751.025,42.1433486,-1.5880423,303.08,46.70,0.73,-6.15,347.49
1333,22.788910,1783330751.042,42.1433497,-1.5880426,303.13,46.75,0.73,-6.14,347.47
1334,22.806006,1783330751.059,42.1433508,-1.5880430,303.19,46.81,0.72,-6.13,347.46
1335,22.823102,1783330751.076,42.1433519,-1.5880433,303.24,46.86,0.72,-6.12,347.44
1336,22.840198,1783330751.093,42.1433529,-1.5880437,303.29,46.91,0.72,-6.11,347.42
1337,22.857294,1783330751.110,42.1433540,-1.5880440,303.35,46.97,0.71,-6.11,347.42
1338,22.874390,1783330751.127,42.1433551,-1.5880443,303.40,47.02,0.70,-6.12,347.44
1339,22.891486,1783330751.144,42.1433562,-1.5880447,303.45,47.07,0.69,-6.14,347.45
1340,22.908582,1783330751.162,42.1433572,-1.5880450,303.51,47.13,0.67,-6.15,347.47
1341,22.925678,1783330751.179,42.1433571,-1.5880449,302.87,46.49,0.66,-6.17,347.49
1342,22.942774,1783330751.196,42.1433613,-1.5880462,302.68,46.30,0.64,-6.19,347.50
1343,22.959870,1783330751.213,42.1433613,-1.5880462,303.04,46.66,0.65,-6.21,347.50
1344,22.976966,1783330751.230,42.1433624,-1.5880466,303.10,46.72,0.67,-6.24,347.49
1345,22.994062,1783330751.247,42.1433634,-1.5880469,303.15,46.77,0.68,-6.27,347.47
1346,23.011158,1783330751.264,42.1433645,-1.5880472,303.21,46.83,0.70,-6.30,347.46
1347,23.028254,1783330751.281,42.1433656,-1.5880476,303.26,46.88,0.71,-6.33,347.45
1348,23.045350,1783330751.298,42.1433667,-1.5880479,303.32,46.94,0.73,-6.36,347.43
1349,23.062446,1783330751.315,42.1433678,-1.5880482,303.37,46.99,0.73,-6.35,347.44
1350,23.079542,1783330751.333,42.1433689,-1.5880486,303.42,47.04,0.74,-6.35,347.44
1351,23.096638,1783330751.350,42.1433700,-1.5880489,303.48,47.10,0.74,-6.34,347.45
1352,23.113734,1783330751.367,42.1433678,-1.5880482,302.99,46.61,0.75,-6.33,347.46
1353,23.130830,1783330751.384,42.1433765,-1.5880510,302.59,46.21,0.75,-6.33,347.46
1354,23.147925,1783330751.401,42.1433752,-1.5880506,303.06,46.68,0.76,-6.32,347.47
1355,23.165021,1783330751.418,42.1433761,-1.5880509,303.11,46.73,0.76,-6.33,347.47
1356,23.182117,1783330751.435,42.1433771,-1.5880512,303.16,46.78,0.76,-6.34,347.46
1357,23.199213,1783330751.452,42.1433780,-1.5880515,303.21,46.83,0.76,-6.35,347.46
1358,23.216309,1783330751.469,42.1433790,-1.5880517,303.26,46.88,0.76,-6.36,347.46
1359,23.233405,1783330751.486,42.1433800,-1.5880520,303.31,46.93,0.76,-6.37,347.45
1360,23.250501,1783330751.504,42.1433809,-1.5880523,303.35,46.97,0.76,-6.38,347.45
1361,23.267597,1783330751.521,42.1433819,-1.5880526,303.40,47.02,0.78,-6.37,347.47
1362,23.284693,1783330751.538,42.1433828,-1.5880529,303.45,47.07,0.79,-6.36,347.49
1363,23.301789,1783330751.555,42.1433838,-1.5880532,303.50,47.12,0.81,-6.35,347.50
1364,23.318885,1783330751.572,42.1433838,-1.5880532,302.87,46.49,0.82,-6.34,347.52
1365,23.335981,1783330751.589,42.1433879,-1.5880546,303.03,46.65,0.84,-6.34,347.54
1366,23.353077,1783330751.606,42.1433889,-1.5880549,303.08,46.70,0.85,-6.34,347.54
1367,23.370173,1783330751.623,42.1433898,-1.5880552,303.13,46.75,0.84,-6.35,347.53
1368,23.387269,1783330751.640,42.1433908,-1.5880554,303.18,46.80,0.83,-6.37,347.51
