backend,count,repetition,action,sequence,payload_bytes,elapsed_ms,ok,managed_actors,static_mesh_components,estimated_triangles,estimated_draw_calls
no_render,2,0,create,0,529,0.071700,1,0,0,0,0
no_render,2,0,pose_update,1,602,0.037300,1,0,0,0,0
no_render,2,0,pose_update,2,602,0.056900,1,0,0,0,0
no_render,2,0,pose_update,3,575,0.049400,1,0,0,0,0
no_render,2,0,pose_update,4,603,0.049200,1,0,0,0,0
no_render,2,0,pose_update,5,603,0.043600,1,0,0,0,0
no_render,2,0,shape_param_update,1,541,0.049100,1,0,0,0,0
no_render,2,0,shape_param_update,2,541,0.033700,1,0,0,0,0
no_render,2,0,shape_param_update,3,542,0.034700,1,0,0,0,0
no_render,2,0,shape_param_update,4,542,0.039800,1,0,0,0,0
no_render,2,0,shape_param_update,5,542,0.035200,1,0,0,0,0
unreal_assets,2,0,create,0,533,0.776800,1,2,2,96,2
unreal_assets,2,0,pose_update,1,606,0.356300,1,2,2,96,2
unreal_assets,2,0,pose_update,2,606,0.111600,1,2,2,96,2
unreal_assets,2,0,pose_update,3,579,0.120700,1,2,2,96,2
unreal_assets,2,0,pose_update,4,607,0.116900,1,2,2,96,2
unreal_assets,2,0,pose_update,5,607,0.110600,1,2,2,96,2
unreal_assets,2,0,shape_param_update,1,545,0.120400,1,2,2,96,2
unreal_assets,2,0,shape_param_update,2,545,0.136200,1,2,2,96,2
unreal_assets,2,0,shape_param_update,3,546,0.099500,1,2,2,96,2
unreal_assets,2,0,shape_param_update,4,546,0.108900,1,2,2,96,2
unreal_assets,2,0,shape_param_update,5,546,0.097500,1,2,2,96,2
semantic_proxy,2,0,create,0,9240,1.569200,1,2,12,7936,12
semantic_proxy,2,0,pose_update,1,2733,0.225300,1,2,12,7936,12
semantic_proxy,2,0,pose_update,2,2707,0.200900,1,2,12,7936,12
semantic_proxy,2,0,pose_update,3,2706,0.204800,1,2,12,7936,12
semantic_proxy,2,0,pose_update,4,2660,0.210100,1,2,12,7936,12
semantic_proxy,2,0,pose_update,5,2708,0.207100,1,2,12,7936,12
semantic_proxy,2,0,shape_param_update,1,2692,0.262800,1,2,12,7936,12
semantic_proxy,2,0,shape_param_update,2,2666,0.222100,1,2,12,7936,12
semantic_proxy,2,0,shape_param_update,3,2693,0.190300,1,2,12,7936,12
semantic_proxy,2,0,shape_param_update,4,2619,0.226700,1,2,12,7936,12
semantic_proxy,2,0,shape_param_update,5,2667,0.209200,1,2,12,7936,12
