vf_frame,t_unix,lat,lon,alt_msl,rel_alt,roll,pitch,yaw
44,1783330745.5093036,42.14297709663658,-1.5879266112387174,303.29483182898196,46.91483182898199,0.523707957245498,-5.427752256527012,347.21483182898197
45,1783330745.6087422,42.142985676105596,-1.5879290660395973,303.0488052796407,46.66880527964067,0.5477986800898316,-5.102201319910169,347.4
46,1783330745.7091808,42.142990455574605,-1.5879307138936516,303.28277873029936,46.90277873029935,0.5186106348503222,-5.153473412874195,347.4113893651497
47,1783330745.8095386,42.14299893504362,-1.5879332756413571,303.03675218095805,46.65675218095804,0.45081195476049063,-5.361623909520982,347.5191880452395
48,1783330745.9090586,42.14300371451263,-1.587934753628158,303.28072563161675,46.90072563161671,0.43768140790417875,-5.053044223712536,347.53536281580836
49,1783330746.0094972,42.14301109398164,-1.5879369087385284,302.89141788763436,46.511417887634366,0.48382522943114964,-5.458524311706551,347.65
50,1783330746.1089358,42.14301642013199,-1.587938640043997,303.2633406661676,46.8833406661676,0.45,-5.626681332335197,347.64933626646706
51,1783330746.2093744,42.14302515291967,-1.5879413948448768,303.04264598359276,46.66264598359276,0.4431614958981913,-6.202130471287339,347.7531614958982
52,1783330746.3088133,42.143029932388686,-1.5879429330971713,303.28827429281426,46.908274292814305,0.5216548585628606,-6.571654858562861,347.7916548585629
53,1783330746.409252,42.1430381118577,-1.5879454044466368,303.0805928849101,46.70059288491013,0.6202964424550647,-6.711185769820259,347.8198517787725
54,1783330746.5086906,42.14304297774255,-1.5879469592475168,303.3059247516766,46.925924751676604,0.7186415838922017,-7.117283167784404,347.7513584161078
55,1783330746.6091294,42.143051370795725,-1.5879495426989312,303.05853978622747,46.67853978622748,0.72,-7.077134946556871,347.70286505344313
56,1783330746.7095683,42.143056150264734,-1.5879511125661845,303.29814154610773,46.91814154610771,0.75,-7.166884927664628,347.67562830922157
57,1783330746.809007,42.14306442973375,-1.5879536824334377,303.05648668754486,46.67648668754486,0.7641216718862143,-7.303513312455143,347.7058783281138
58,1783330746.9094455,42.143069309202765,-1.587955252300691,303.30046013820356,46.92046013820353,0.8221548963473492,-7.148305241856185,347.6573849654491
59,1783330747.0088842,42.14307669975575,-1.5879575332519165,303.0155419860778,46.63554198607777,0.63,-7.5377832055688945,347.6122167944311
60,1783330747.1093228,42.14308206415839,-1.5879592880527964,303.28800879940115,46.90800879940112,0.6303982401197754,-7.458805279640674,347.67960175988026
61,1783330747.2087617,42.143090847609805,-1.5879620428536763,303.0604756127245,46.680475612724464,0.58,-7.93047561272447,347.66
62,1783330747.3092005,42.14309579296367,-1.587963531769704,303.3063539408382,46.92635394083826,0.5934115147904344,-8.060234544371303,347.65
63,1783330747.4091473,42.14310410654783,-1.5879661524554363,303.07032739149696,46.69032739149694,0.5252455436227047,-7.89016369574847,347.65
64,1783330747.5090778,42.14310908601684,-1.587967707256316,303.3043008421556,46.924300842155624,0.6764247894610935,-7.961398315688748,347.66642478946113
65,1783330747.6095166,42.143117706857325,-1.587970462057196,303.0782742928143,46.698274292814304,0.6341371464071517,-7.53,347.62
66,1783330747.7089553,42.14312315619358,-1.587972216858076,303.3428096793412,46.96280967934124,0.6994380641317525,-7.476066448922268,347.6
67,1783330747.8093941,42.143131014976866,-1.587974671658956,303.0662211941317,46.68622119413166,0.6490552985329169,-7.113778805868333,347.59
68,1783330747.9088328,42.14313597937951,-1.587976226459836,303.3201946447903,46.94019464479035,0.7075486611975884,-6.974902677604823,347.59
69,1783330748.0092714,42.143143643782146,-1.5879786416809545,302.9193867874545,46.53938678745451,0.7620840477245155,-6.8939579761377425,347.57604202386227
70,1783330748.1091638,42.14314989889252,-1.5879806360615958,303.33721231916155,46.95721231916156,0.8845353865269272,-6.838141546107709,347.6554646134731
71,1783330748.209149,42.14315820287492,-1.5879831908624757,303.075143745958,46.69514374595799,0.9269712508084013,-7.063028749191599,347.59
72,1783330748.3095875,42.14316385221119,-1.5879849456633557,303.34761055928135,46.967610559281354,0.88,-7.13,347.5845663355688
73,1783330748.4090261,42.143171901547454,-1.5879875004642356,303.05007737260473,46.6700773726047,0.8800154745209398,-7.149969050958121,347.7199690509581
74,1783330748.509465,42.14317746579535,-1.5879892552651156,303.3340353487424,46.95403534874244,0.9285088371856092,-7.098508837185609,347.60298232562883
75,1783330748.6089036,42.14318553019798,-1.5879918100659955,303.0450109992514,46.66501099925141,0.9559956002994385,-7.172997800149719,347.55299780014974
76,1783330748.7093425,42.14319104955625,-1.5879934648668754,303.3374778125748,46.95747781257475,0.85,-7.07,347.5309911250299
77,1783330748.8087811,42.14319891911401,-1.5879959797785035,303.05595570071847,46.67595570071848,0.8720221496407566,-7.052022149640757,347.6120221496408
78,1783330748.9092197,42.14320402340591,-1.5879974744686354,303.29992915137717,46.91992915137716,0.7924822878442911,-6.942553136467127,347.5124822878443
79,1783330749.0087562,42.14321150732155,-1.5879998390260204,303.0148782525448,46.634878252544816,0.8380486989820747,-6.818048698982075,347.57
80,1783330749.1090972,42.143217941591445,-1.5880017840703953,303.31734506586815,46.93734506586816,0.761061973652736,-6.72,347.5505309868264
81,1783330749.209536,42.14322639623758,-1.5880044388712753,303.0618495033532,46.68184950335321,0.71,-6.774075248323393,347.46
82,1783330749.3089747,42.14323204557385,-1.588006093672155,303.3358229540119,46.95582295401189,0.697088522994054,-6.6235442614970275,347.54708852299404
83,1783330749.4094136,42.14324009491012,-1.5880086484730351,303.06474550583823,46.68474550583822,0.6,-6.565152696497067,347.44494910116765
84,1783330749.5088522,42.143245744246386,-1.588010403273915,303.33721231916155,46.95721231916157,0.606557536167686,-6.416557536167686,347.4834424638323
85,1783330749.6092908,42.14325365486612,-1.588012858074795,303.06774330598796,46.68774330598793,0.5638716529939666,-6.336128347006033,347.508064173503
86,1783330749.7087724,42.14325873862702,-1.5880144128756748,303.3117167566466,46.93171675664662,0.6495708108383451,-6.209570810838345,347.46042918916163
87,1783330749.8091683,42.14326730302967,-1.5880170676765548,303.0656902073053,46.685690207305306,0.61,-6.1321548963473465,347.5
88,1783330749.9093487,42.143272467432304,-1.5880186224774346,303.309663657964,46.92966365796398,0.6474159144909959,-6.000336342036016,347.47
89,1783330750.0090458,42.14328007274217,-1.5880209772783147,302.90091542329264,46.520915423292614,0.6981814456886695,-5.785909277155666,347.48409072284437
90,1783330750.1094844,42.14328642831678,-1.5880229320791948,303.3220131991017,46.94201319910169,0.6032079194610105,-5.841194720359326,347.4188052796407
91,1783330750.208923,42.14329478960025,-1.5880254868800745,303.08158400994006,46.70158400994003,0.734207995029983,-5.768688007455025,347.51420799502995
92,1783330750.309362,42.143300438936514,-1.5880273416809545,303.3455574605987,46.96555746059871,0.5927787302993556,-5.9172212697006445,347.4213893651497
93,1783330750.4088006,42.143308288272785,-1.5880296964818346,303.0894136390717,46.709413639071734,0.7198827278143471,-5.820117272185653,347.47988272781436
94,1783330750.5092394,42.14331395384814,-1.5880314512827145,303.35350436191607,46.97350436191607,0.73,-5.805128271437056,347.541623909521
95,1783330750.609365,42.143321786945314,-1.5880339060835942,303.09434726571845,46.71434726571844,0.69,-6.003130546856312,347.4337389062874
96,1783330750.7091167,42.14332743628158,-1.5880356608844743,303.3614512632334,46.98145126323343,0.6953628158083575,-5.93145126323343,347.57391155257494
97,1783330750.8095555,42.143335147056064,-1.5880380771235696,303.0854247138921,46.705424713892114,0.73,-6.124575286107883,347.43385617847304
98,1783330750.9089942,42.14334021145871,-1.5880396704862343,303.3293981645508,46.9493981645508,0.75,-5.959398164550803,347.4823495411377
99,1783330751.0094328,42.143347592719415,-1.588041933716152,303.0342145190118,46.65421451901185,0.73,-6.16831419239526,347.50831419239523
100,1783330751.1088715,42.14335392698931,-1.588043980087994,303.34601759880223,46.96601759880223,0.7106637335329605,-6.11,347.42
101,1783330751.2093105,42.1433613,-1.5880462,302.9618666487416,46.581866648741595,0.647829629131711,-6.205659258263422,347.5
102,1783330751.3087492,42.1433673955291,-1.588048089689754,303.35161495898194,46.97161495898192,0.73,-6.353677008203618,347.4363229917964
103,1783330751.4091878,42.1433756334719,-1.588050744490634,303.08408177230524,46.70408177230526,0.76,-6.324816354461052,347.47
104,1783330751.5096264,42.14338123097171,-1.5880523992915136,303.3665485856286,46.986548585628604,0.7666194342514427,-6.376690282874279,347.4566194342514
105,1783330751.609065,42.14338906227718,-1.5880549540923936,303.089015398952,46.70901539895197,0.848196920209607,-6.341803079790393,347.5381969202096
106,1783330751.7095041,42.14339462964425,-1.5880566088932737,303.38148221227533,47.00148221227532,0.8108893273651939,-6.43,347.44029644245506
107,1783330751.8089428,42.14340229108246,-1.5880590636941536,303.0939490255987,46.71394902559866,0.9787898051197317,-6.41,347.4987898051197
108,1783330751.9093814,42.1434073554851,-1.5880606184950334,303.34641583892204,46.96641583892202,1.0072831677844034,-6.38,347.5427168322156
109,1783330752.00882,42.143414819887745,-1.5880629732959135,302.9079550961667,46.5279550961667,1.0542234695509252,-6.395776530449075,347.50422346955094
110,1783330752.109259,42.14342106968824,-1.5880648280967935,303.36561935868247,46.98561935868247,1.0142698931137444,-6.43,347.46
111,1783330752.208974,42.14342914869302,-1.5880673828976735,303.10381627889205,46.723816278892066,1.0417102326647592,-6.45,347.47552651155684
112,1783330752.3091362,42.14343482566184,-1.5880690376985533,303.3962830922154,47.016283092215424,0.9087433815569148,-6.461256618443085,347.54623014467074
113,1783330752.40955,42.1434425774983,-1.588071592499433,303.0987499055388,46.718749905538786,0.8202500188922431,-6.499749981107757,347.41
114,1783330752.5090137,42.14344814190094,-1.5880731648668753,303.40121671886214,47.02121671886213,0.8017566562275739,-6.5617566562275735,347.46
115,1783330752.6094525,42.14345590630358,-1.588075702101193,303.10368353218547,46.723683532185476,0.7,-6.476736706437096,347.43
116,1783330752.7088912,42.14346152300691,-1.5880772569020731,303.4061503455088,47.02615034550883,0.6843097926946985,-6.57,347.44
117,1783330752.8093297,42.143469197874545,-1.5880797744686355,303.10861715883215,46.72861715883219,0.5511702952993164,-6.562553136467122,347.41372343176647
118,1783330752.9087684,42.14347427734356,-1.5880811665038328,303.3810839721555,47.00108397215554,0.6655664111377837,-6.484433588862217,347.4555664111378
119,1783330753.0092072,42.143481671015714,-1.5880835284062838,303.06426094257466,46.68426094257467,0.5507101570957775,-6.537869528712667,347.3892898429042
120,1783330753.1095665,42.14348791238717,-1.5880853761055929,303.40522111856274,47.0252211185627,0.6292035197604491,-6.379203519760449,347.35920351976046
121,1783330753.2090847,42.143495969688246,-1.5880879309064726,303.1384844121256,46.7584844121256,0.58,-6.5869093527246445,347.4246062351498
122,1783330753.3095233,42.143501519024504,-1.5880895857073527,303.44095122544894,47.06095122544894,0.5723804901795756,-6.364760980359152,347.27619024508977
123,1783330753.4089622,42.14350926836077,-1.5880919936721551,303.1434180387723,46.7634180387723,0.68,-6.6753163922455405,347.34468360775446
124,1783330753.5094008,42.14351491769705,-1.5880936953091127,303.4458848520957,47.06588485209566,0.6831769704191311,-6.626353940838262,347.3604690887426
125,1783330753.6088395,42.14352256703331,-1.5880961501099926,303.148351665419,46.768351665419004,0.7133406661676008,-6.703340666167601,347.2516703330838
126,1783330753.7092783,42.143528216369575,-1.5880977049108724,303.45098217449083,47.070982174490815,0.7796726085030605,-6.76934521700612,347.3398363042515
127,1783330753.808717,42.143535692564676,-1.5881001597117523,303.1432852920657,46.76328529206571,0.6913429415868586,-6.587314116826283,347.29
128,1783330753.9091558,42.1435408435379,-1.5881016145126323,303.4186016843112,47.03860168431125,0.7,-6.782849578922187,347.28
129,1783330754.0095944,42.14354809506486,-1.5881040564378375,302.9657513496993,46.585751349699294,0.7256437837424823,-6.636931351227448,347.2843562162575
130,1783330754.109033,42.1435543550861,-1.5881057654858564,303.44482287844295,47.06482287844291,0.8141371464071517,-6.818274292814303,347.2
131,1783330754.2094717,42.143562236745815,-1.5881083526101814,303.1631525453591,46.783152545359115,0.84,-6.917369490928177,347.2126305090718
132,1783330754.3089106,42.14356740114846,-1.5881098224774348,303.43561935868246,47.05561935868247,0.84,-6.881123871736495,347.2588761282635
133,1783330754.4093494,42.14357566172344,-1.5881125885170322,303.1680861720058,46.78808617200582,0.8403827655988356,-6.96,347.17038276559884
134,1783330754.508788,42.14358141105971,-1.588114143317912,303.47055298532916,47.09055298532917,0.7881105970658336,-6.82,347.19
135,1783330754.6092267,42.14358886039597,-1.588116698118792,303.17301979865255,46.79301979865253,0.9032079194610105,-6.9,347.1533960402695
136,1783330754.709175,42.14359460973224,-1.588118301946448,303.4654866119759,47.085486611975874,1.0201946447903492,-6.9049026776048255,347.07
137,1783330754.8091042,42.143602123161656,-1.5881208718137012,303.1479534252992,46.76795342529922,1.1,-6.83,347.0728186298803
138,1783330754.9095428,42.1436071875643,-1.5881222625214317,303.42042023862257,47.04042023862258,1.1079159522754845,-6.827915952275484,346.995831904551
139,1783330755.0089815,42.14361436351515,-1.5881247230964157,303.0934644623351,46.713464462335125,1.0823096415567488,-6.758845179221625,346.89942258961077
140,1783330755.1094203,42.14362079778504,-1.5881265721231916,303.43442463832315,47.05442463832314,1.2590707730538566,-6.659070773053856,346.8409292269461
141,1783330755.2088592,42.14362885641357,-1.5881292512827143,303.14538481431117,46.765384814311155,1.287564135718526,-6.8202565428741035,346.8524358642815
142,1783330755.3092978,42.14363450574984,-1.5881308211499676,303.460287491916,47.08028749191599,1.3521149967663952,-7.032114996766395,346.7521149967664
143,1783330755.4087365,42.143642055086104,-1.588133391017221,303.15275430523934,46.772754305239346,1.4891017220957383,-7.192754305239346,346.89
144,1783330755.509175,42.14364770442237,-1.5881348913267113,303.4752211185627,47.09522111856269,1.5730442237125386,-7.454778881437307,346.8791326711376
145,1783330755.609614,42.14365525375864,-1.5881374461275912,303.16768793188606,46.78768793188604,1.6084624136227923,-7.203075172754416,346.9869248272456
146,1783330755.7090528,42.143661002785414,-1.5881391009284713,303.4901547452094,47.1101547452094,1.5098762038324822,-7.340185694251277,346.89006189808373
147,1783330755.8094914,42.14366846718805,-1.5881415557293512,303.18262155853273,46.802621558532756,1.2573784414672446,-7.702621558532756,346.98852431170656
148,1783330755.90893,42.14367356141395,-1.588143010530231,303.4550883718561,47.075088371856104,1.0,-7.975964651257559,347.00596465125756
149,1783330756.0093687,42.14368079599333,-1.5881454102207408,302.97941940736376,46.59941940736381,1.0344889629641103,-7.752444814820551,346.8955110370359
150,1783330756.1088076,42.14368714048397,-1.588147120131991,303.47402639820336,47.09402639820337,0.9919912005988771,-7.435995600299439,346.94199120059886
151,1783330756.2092462,42.14369595031327,-1.5881499751118817,302.7823814053572,46.40238140535723,0.8874932870956923,-7.377502237634769,346.8549955247305
152,1783330756.308784,42.14370050902375,-1.5881511396450012,303.48594675017944,47.1059467501794,1.0129733750897003,-7.3509911250299,346.95
153,1783330756.4091237,42.143708548448764,-1.5881536845346307,303.2069069261674,46.82690692616743,1.1689689753891435,-7.420515512305428,346.9505155123054
154,1783330756.5095623,42.14371431800653,-1.5881554393355108,303.5098892517962,47.129889251796214,1.2759557007184867,-7.2,346.9
155,1783330756.6090012,42.143721847121306,-1.5881578941363907,303.2023560651196,46.822356065119564,1.3635287869760875,-7.233528786976088,346.8929424260478
156,1783330756.7094398,42.14372769645757,-1.5881596489372707,303.51482287844294,47.13482287844291,1.2948937270657461,-7.170070848622836,346.99
157,1783330756.8088784,42.14373521121445,-1.588162069158767,303.1972896917663,46.81728969176627,1.490373815059761,-7.076915876706508,346.9630841232935
158,1783330756.9093173,42.143740475617086,-1.5881636390260203,303.47975650508965,47.09975650508963,1.6597565050896264,-7.140243494910374,346.86195130101794
159,1783330757.008756,42.143747548913005,-1.5881660133399105,303.1526679820955,46.77266798209557,1.9204446636825945,-6.85,346.91
160,1783330757.1091948,42.1437540831829,-1.5881678681407905,303.51256618443085,47.13256618443085,2.017876052694528,-6.8321239473054725,346.89
161,1783330757.2093766,42.1437621431389,-1.5881705229416703,303.2245883340716,46.84458833407161,2.06,-6.662568610988065,346.87
162,1783330757.309072,42.14376799247517,-1.5881721777425504,303.529623758383,47.149623758383036,2.0781504966467854,-6.645924751676607,346.8959247516766
163,1783330757.4095106,42.14377554181143,-1.5881746325434303,303.23209057170635,46.852090571706384,1.9411637713174468,-6.717672457365106,346.93
164,1783330757.5089495,42.1437813911477,-1.5881762873443102,303.5345573850297,47.154557385029726,1.817088522994054,-6.951645908023784,346.91
165,1783330757.6093884,42.14378884048397,-1.58817864214519,303.25702419835307,46.877024198353084,1.7585951603293826,-7.165785480988148,346.93
166,1783330757.708827,42.14379478880226,-1.58818029694607,303.5494910116764,47.169491011676435,1.660203595329426,-6.960610785988279,346.94
167,1783330757.8092656,42.143802039156505,-1.58818265174695,303.25195782499975,46.87195782499978,1.4848253050001312,-6.459650610000263,346.95
168,1783330757.9087045,42.143807419643494,-1.58818420654783,303.5075397106585,47.12753971065851,1.3131150723353722,-6.192460289341488,346.97623014467075
169,1783330758.009143,42.14381477648032,-1.5881866537829032,303.02050990350125,46.64050990350128,1.3046217096707005,-6.01,346.8753782903293
170,1783330758.1095817,42.14382126459836,-1.5881884161495898,303.51935826496987,47.13935826496984,1.2338716529939688,-6.031614958981907,346.92387165299397
171,1783330758.2090204,42.143829136501566,-1.5881908473003132,303.2318250782932,46.851825078293196,1.28,-6.187095046975914,346.97763498434136
172,1783330758.3094592,42.14383447725405,-1.5881923171675665,303.50429189161656,47.124291891616544,1.3,-6.3617167566466195,346.9508583783233
173,1783330758.408898,42.14384244165669,-1.5881948805522297,303.2374069639519,46.857406963951924,1.3,-6.459351740987981,347.0
174,1783330758.5093367,42.14384780605933,-1.588196356902073,303.5013804146106,47.121380414610606,1.3578451036526509,-6.44215489634735,347.0
175,1783330758.6087754,42.14385587046197,-1.5881989901539895,303.2216923315866,46.8416923315866,1.47,-6.3246461347307195,346.9763384663173
176,1783330758.709214,42.14386113486461,-1.5882004449548695,303.489327315928,47.10932731592797,1.519327315927967,-6.075840855090041,347.03516817101803
177,1783330758.8089855,42.14386929926725,-1.588203166503833,303.2166259582333,46.836625958233306,1.75,-5.813325191646661,346.98665038329335
178,1783330758.9090915,42.14387446366989,-1.5882046363710862,303.48909277155667,47.10909277155667,1.7681814456886673,-5.848181445688667,347.05818144568866
179,1783330759.0095303,42.1438816311917,-1.5882069093575093,303.16155958488,46.781559584880014,1.6993761660479958,-5.7603119169760015,347.03
180,1783330759.108969,42.143887380527964,-1.5882085641583892,303.47402639820336,47.09402639820337,1.5923894407186527,-5.875221118562695,347.0488052796407
181,1783330759.2094078,42.14389602986423,-1.5882113189592693,303.243791853832,46.86379185383206,1.49,-6.114597284610686,347.17
182,1783330759.3088465,42.1439018792005,-1.5882129737601491,303.5489600248501,47.16896002485007,1.48,-6.1773760149100445,347.12420799502996
183,1783330759.409285,42.14390938568309,-1.5882153857073527,303.2414268381734,46.86142683817342,1.4642853676346839,-6.337143897095948,347.09428536763465
184,1783330759.5090017,42.143915177873026,-1.5882169833619089,303.5466723817961,47.16667238179613,1.5272212697006444,-6.207221269700645,347.12277873029933
185,1783330759.6091626,42.14392201448837,-1.588219138162789,303.3250883718561,46.945088371856095,1.4587279070359749,-6.153816278892076,347.14872790703595
186,1783330759.7095778,42.143927478891,-1.588220792963669,303.5490618225148,47.16906182251478,1.4397654556286943,-6.349061822514777,347.0604690887426
187,1783330759.80904,42.14393516070547,-1.5882232477645486,303.32303527317345,46.943035273173464,1.566517636586732,-6.56,346.9617411817066
188,1783330759.9094787,42.14394014017448,-1.588224635043619,303.5270087238322,47.14700872383214,1.6967521809580353,-6.527008723832141,346.95324781904196
189,1783330760.0089173,42.14394654085114,-1.5882266868315436,303.46821390611007,47.08821390611007,1.774754456377293,-6.744263369131879,346.91
190,1783330760.1093562,42.14395367389063,-1.5882288121671886,303.5086945314369,47.12869453143688,1.7287832811378712,-6.607477812574753,346.93
191,1783330760.2087948,42.1439620009042,-1.5882313669680685,303.28892907580814,46.90892907580819,1.5810709241918086,-6.687767731047952,346.95223226895206
192,1783330760.3092337,42.143967465306844,-1.5882328217689483,303.5429025264669,47.162902526466866,1.3792743683832827,-6.614194947066262,347.0107256316167
193,1783330760.4086723,42.143975529709486,-1.5882355765698284,303.2560949714069,46.87609497140695,1.34,-6.1715620114372225,347.07921899428135
194,1783330760.509111,42.143980894112126,-1.5882369313707083,303.5285617847303,47.14856178473029,1.2745752861078836,-6.333725858323651,347.08
195,1783330760.6095498,42.14398872057196,-1.5882393861715884,303.3148228784429,46.93482287844292,1.1175885607785403,-5.80379428038927,347.07
196,1783330760.7089884,42.14399476990823,-1.588241040972468,303.57879632910164,47.1987963291016,0.9859027531738025,-5.780601835449201,347.10469908227543
197,1783330760.809427,42.144001887320044,-1.5882433638488989,303.30596222470035,46.92596222470035,0.8304226651797876,-5.644037775299646,347.18
198,1783330760.9088657,42.144007351722685,-1.588244833716152,303.546743230419,47.16674323041896,0.7116858076047401,-5.366743230418961,347.20168580760475
199,1783330761.0093048,42.14401412150043,-1.588247005375108,303.2508958513471,46.87089585134706,0.7194624891917647,-5.539641659461177,347.29
200,1783330761.1087434,42.144020853978624,-1.588248760175988,303.55336266467043,47.17336266467041,0.5226549341318378,-5.474690131736325,347.3
201,1783330761.209182,42.144028516589565,-1.588251214976868,303.30582947799377,46.92582947799375,0.3885023132037486,-5.857165895598751,347.33716589559873
202,1783330761.3091867,42.14403456592583,-1.5882528697777478,303.5682962913171,47.18829629131711,0.2443407417365779,-5.870933324370799,347.44
203,1783330761.4090593,42.14404181526209,-1.5882551245786278,303.31661048371234,46.936610483712364,0.20584737907190856,-6.411694758143817,347.4541526209281
204,1783330761.5094984,42.144047864598356,-1.588256779379508,303.5705839343711,47.19058393437105,0.13147811485065858,-6.313229917963815,347.50529196718554
