backend,count,repetition,action,sequence,payload_bytes,elapsed_ms,ok,managed_actors,static_mesh_components,estimated_triangles,estimated_draw_calls
semantic_proxy_instanced,100,0,create,0,378577,22.497600,1,1,11,208864,11
semantic_proxy_instanced,100,0,pose_update,1,130916,9.617500,1,1,11,208864,11
semantic_proxy_instanced,100,0,pose_update,2,129348,8.581600,1,1,11,208864,11
semantic_proxy_instanced,100,0,pose_update,3,130602,8.612900,1,1,11,208864,11
semantic_proxy_instanced,100,0,pose_update,4,126953,10.116600,1,1,11,208864,11
semantic_proxy_instanced,100,0,pose_update,5,129577,8.707100,1,1,11,208864,11
semantic_proxy_instanced,100,0,pose_update,6,129083,10.038200,1,1,11,208864,11
semantic_proxy_instanced,100,0,pose_update,7,130741,9.005900,1,1,11,208864,11
semantic_proxy_instanced,100,0,pose_update,8,130181,8.639200,1,1,11,208864,11
semantic_proxy_instanced,100,0,pose_update,9,129094,10.082600,1,1,11,208864,11
semantic_proxy_instanced,100,0,pose_update,10,130040,8.650800,1,1,11,208864,11
semantic_proxy_instanced,100,0,shape_param_update,1,351018,16.802600,1,1,11,208864,11
semantic_proxy_instanced,100,0,shape_param_update,2,349788,17.043500,1,1,11,208864,11
semantic_proxy_instanced,100,0,shape_param_update,3,350932,17.075800,1,1,11,208864,11
semantic_proxy_instanced,100,0,shape_param_update,4,347389,17.672800,1,1,11,208864,11
semantic_proxy_instanced,100,0,shape_param_update,5,349747,17.427600,1,1,11,208864,11
semantic_proxy_instanced,100,0,shape_param_update,6,349748,17.209100,1,1,11,208864,11
semantic_proxy_instanced,100,0,shape_param_update,7,350893,15.906500,1,1,11,208864,11
semantic_proxy_instanced,100,0,shape_param_update,8,349971,16.674000,1,1,11,208864,11
semantic_proxy_instanced,100,0,shape_param_update,9,349042,17.072100,1,1,11,208864,11
semantic_proxy_instanced,100,0,shape_param_update,10,349931,18.078800,1,1,11,208864,11
semantic_proxy_instanced,100,1,create,0,378577,18.799600,1,1,11,208864,11
semantic_proxy_instanced,100,1,pose_update,1,130916,9.819500,1,1,11,208864,11
semantic_proxy_instanced,100,1,pose_update,2,129348,8.691400,1,1,11,208864,11
semantic_proxy_instanced,100,1,pose_update,3,130602,8.704500,1,1,11,208864,11
semantic_proxy_instanced,100,1,pose_update,4,126953,8.259400,1,1,11,208864,11
semantic_proxy_instanced,100,1,pose_update,5,129577,9.156900,1,1,11,208864,11
semantic_proxy_instanced,100,1,pose_update,6,129083,8.387600,1,1,11,208864,11
semantic_proxy_instanced,100,1,pose_update,7,130741,8.771700,1,1,11,208864,11
semantic_proxy_instanced,100,1,pose_update,8,130181,9.649600,1,1,11,208864,11
semantic_proxy_instanced,100,1,pose_update,9,129094,9.771400,1,1,11,208864,11
semantic_proxy_instanced,100,1,pose_update,10,130040,9.457200,1,1,11,208864,11
semantic_proxy_instanced,100,1,shape_param_update,1,351018,17.317700,1,1,11,208864,11
semantic_proxy_instanced,100,1,shape_param_update,2,349788,15.274800,1,1,11,208864,11
semantic_proxy_instanced,100,1,shape_param_update,3,350932,15.715100,1,1,11,208864,11
semantic_proxy_instanced,100,1,shape_param_update,4,347389,17.257100,1,1,11,208864,11
semantic_proxy_instanced,100,1,shape_param_update,5,349747,17.111900,1,1,11,208864,11
semantic_proxy_instanced,100,1,shape_param_update,6,349748,16.870900,1,1,11,208864,11
semantic_proxy_instanced,100,1,shape_param_update,7,350893,15.886300,1,1,11,208864,11
semantic_proxy_instanced,100,1,shape_param_update,8,349971,16.866000,1,1,11,208864,11
semantic_proxy_instanced,100,1,shape_param_update,9,349042,15.504200,1,1,11,208864,11
semantic_proxy_instanced,100,1,shape_param_update,10,349931,16.249100,1,1,11,208864,11
semantic_proxy_instanced,100,2,create,0,378577,20.227400,1,1,11,208864,11
semantic_proxy_instanced,100,2,pose_update,1,130916,9.978600,1,1,11,208864,11
semantic_proxy_instanced,100,2,pose_update,2,129348,8.491300,1,1,11,208864,11
semantic_proxy_instanced,100,2,pose_update,3,130602,8.428400,1,1,11,208864,11
semantic_proxy_instanced,100,2,pose_update,4,126953,7.609100,1,1,11,208864,11
semantic_proxy_instanced,100,2,pose_update,5,129577,7.607100,1,1,11,208864,11
semantic_proxy_instanced,100,2,pose_update,6,129083,9.162300,1,1,11,208864,11
semantic_proxy_instanced,100,2,pose_update,7,130741,8.173000,1,1,11,208864,11
semantic_proxy_instanced,100,2,pose_update,8,130181,8.383600,1,1,11,208864,11
semantic_proxy_instanced,100,2,pose_update,9,129094,7.829000,1,1,11,208864,11
semantic_proxy_instanced,100,2,pose_update,10,130040,8.063900,1,1,11,208864,11
semantic_proxy_instanced,100,2,shape_param_update,1,351018,14.583900,1,1,11,208864,11
semantic_proxy_instanced,100,2,shape_param_update,2,349788,16.940500,1,1,11,208864,11
semantic_proxy_instanced,100,2,shape_param_update,3,350932,14.889500,1,1,11,208864,11
semantic_proxy_instanced,100,2,shape_param_update,4,347389,17.262400,1,1,11,208864,11
semantic_proxy_instanced,100,2,shape_param_update,5,349747,15.881000,1,1,11,208864,11
semantic_proxy_instanced,100,2,shape_param_update,6,349748,17.321300,1,1,11,208864,11
semantic_proxy_instanced,100,2,shape_param_update,7,350893,17.159700,1,1,11,208864,11
semantic_proxy_instanced,100,2,shape_param_update,8,349971,17.062500,1,1,11,208864,11
semantic_proxy_instanced,100,2,shape_param_update,9,349042,18.340500,1,1,11,208864,11
semantic_proxy_instanced,100,2,shape_param_update,10,349931,16.728400,1,1,11,208864,11
