baseline,count,action,n,batch_total_ms_mean,batch_total_ms_p50,batch_total_ms_p95,batch_total_ms_max,per_actor_ms_p50,per_actor_ms_p95,http_requests,components_after_action,payload_bytes_mean
no_render,10,create,10,12.299309998343233,12.054099992383271,13.839399995049462,13.839399995049462,1.2054099992383271,1.3839399995049462,10,0,58384
no_render,10,pose_poll,50,5.979848000861239,5.802400002721697,6.1015000101178885,13.634400005685166,0.5802400002721697,0.6101500010117888,50,0,2772.6
no_render,10,shape,10,5.64536999881966,5.658800000674091,5.757199993240647,5.757199993240647,0.5658800000674091,0.5757199993240647,10,0,3680
no_render,50,create,10,31.391020002774894,31.721500010462478,37.461600004462525,37.461600004462525,0.6344300002092496,0.7492320000892505,10,0,246060
no_render,50,pose_poll,50,6.201586001552641,5.774399993242696,8.19319998845458,8.860800007823855,0.11548799986485392,0.1638639997690916,50,0,13765.4
no_render,50,shape,10,6.940389997907914,7.346400001551956,8.60449999163393,8.60449999163393,0.14692800003103912,0.1720899998326786,10,0,18262
no_render,100,create,10,76.38082000048598,64.79100001160987,118.62720000499394,118.62720000499394,0.6479100001160987,1.1862720000499394,10,0,492107
no_render,100,pose_poll,50,9.692228000494651,7.936699999845587,17.15909999620635,24.569000001065433,0.07936699999845587,0.1715909999620635,50,0,27515.4
no_render,100,shape,10,11.406739996164106,9.634399990318343,22.013399997376837,22.013399997376837,0.09634399990318343,0.22013399997376837,10,0,36509
no_render,250,create,10,158.14642000186723,146.50089999486227,251.62290000298526,251.62290000298526,0.5860035999794491,1.006491600011941,10,0,1230421
no_render,250,pose_poll,50,13.42851799854543,11.766299998271279,25.553400002536364,30.646200000774115,0.047065199993085116,0.10221360001014546,50,0,68916.8
no_render,250,shape,10,17.334930003562476,14.126499998383224,32.76390000246465,32.76390000246465,0.056505999993532896,0.1310556000098586,10,0,91396
no_render,500,create,10,326.2583999981871,302.1784000011394,536.6495000052964,536.6495000052964,0.6043568000022788,1.0732990000105929,10,0,2460928
no_render,500,pose_poll,50,18.788715999980923,17.71329999610316,28.083500001230277,44.410200003767386,0.03542659999220632,0.056167000002460554,50,0,137918.2
no_render,500,shape,10,25.831730003119446,25.721900005009957,26.98450000025332,26.98450000025332,0.05144380001001991,0.05396900000050664,10,0,182878
unreal_assets,10,create,10,13.02451000228757,12.625100003788248,15.911800001049414,15.911800001049414,1.2625100003788248,1.5911800001049414,10,10,58384
unreal_assets,10,pose_poll,50,5.943486000760458,5.7960999984061345,7.448100004694425,7.7378999994834885,0.5796099998406135,0.7448100004694425,50,10,2772.6
unreal_assets,10,shape,10,5.445910000707954,5.435400002170354,5.607699989923276,5.607699989923276,0.5435400002170354,0.5607699989923276,10,10,3680
unreal_assets,50,create,10,36.3003899998148,36.600000006728806,40.65480000281241,40.65480000281241,0.7320000001345761,0.8130960000562482,10,50,246060
unreal_assets,50,pose_poll,50,6.394794000370894,5.875400005606934,8.590400000684895,8.787099999608472,0.11750800011213869,0.1718080000136979,50,50,13765.4
unreal_assets,50,shape,10,7.5171399977989495,7.066399994073436,9.44750000780914,9.44750000780914,0.1413279998814687,0.1889500001561828,10,50,18262
unreal_assets,100,create,10,78.16661999968346,68.24159999086987,170.1006000075722,170.1006000075722,0.6824159999086987,1.7010060000757221,10,100,492107
unreal_assets,100,pose_poll,50,9.496392000000924,8.511499996529892,15.074099996127188,25.766499995370395,0.08511499996529892,0.15074099996127188,50,100,27515.4
unreal_assets,100,shape,10,11.463090000324883,10.018999993917532,17.416999995475635,17.416999995475635,0.10018999993917532,0.17416999995475635,10,100,36509
unreal_assets,250,create,10,169.22280000144383,166.8774999998277,191.92050000128802,191.92050000128802,0.6675099999993108,0.7676820000051521,10,250,1230421
unreal_assets,250,pose_poll,50,12.944712000899017,12.558200003695674,16.515900002559647,16.869799990672618,0.0502328000147827,0.06606360001023859,50,250,68916.8
unreal_assets,250,shape,10,16.1362899991218,16.032200001063757,19.340500002726912,19.340500002726912,0.06412880000425503,0.07736200001090765,10,250,91396
unreal_assets,500,create,10,353.6379600001965,331.8600000056904,541.1537000036333,541.1537000036333,0.6637200000113808,1.0823074000072666,10,500,2460928
